UID,supporters,url,local_names,slug,name,parent,acronym,involvement,description,country.name,country.slug,country
smurfit-kappa-colombia,,"http://www.iadb.org/en/about-us/about-the-inter-americahttp://www.iadb.org/en/inter-american-development-bank,2837.htmln-development-bank,5995.html",,inter-american-development-bank,Inter-American Development Bank,,IADB,,,,,
massacre-hacienda-luisita-i,,,,centennary-holdings,Centennary Holdings,,,,,,,
massacre-hacienda-luisita-i,,,,central-bank-of-the-philippines,Central Bank of the Philippines,,,,,,,
illegal-logging-and-other-types-of-resource-extraction-in-virunga-national-park,,,,european-commission,European Commission ,,EC,,,,,
armadillo-case-indigenous-in-voluntary-isolation-ecuador,,http://www.corteidh.or.cr/,,comision-interamericana-de-derechos-humanos-cidh,Inter-American Court of Human Rights,,CIDH,,,,,
boeung-tamok-lake-filling-near-samroang-tboung-village-prek-pnov-cambodia,,http://www.adb.org/,,asian-development-bank,Asian Development Bank,,ADB,,"The ADB is a regional development banking, funding development projects in Asian countries",,,
protest-against-pollution-from-coal-power-plant-cilacap-central-java-indonesia,,http://www.boc.cn/en/,,bank-of-china,Bank of China,,BOC,,The Bank of China (BOC; Chinese: 中国银行) is a Chinese national commercial bank headquartered in Beijing and the fourth largest bank in the world.,China,china,
protest-against-pollution-from-coal-power-plant-cilacap-central-java-indonesia,,http://www.cdb.com.cn/,,china-development-bank32,China Development Bank,,CDB,,"China Development Bank (CDB) was founded in 1994 as a policy financial institution under the direct leadership of the State Council. It was incorporated as China Development Bank Corporation in December 2008, and officially defined by the State Council as a development finance institution in March 2015. [accessed on 2017-11-24]
CDB has a registered capital of RMB 421.248 billion. Its shareholders include the Ministry of Finance of the People’s Republic of China (36.54%), Central Huijin Investment Ltd. (34.68%), Buttonwood Investment Holding Co., Ltd. (27.19%) and the National Council for Social Security Fund (1.59%).
CDB provides medium- to long-term financing facilities that serve China’s major long-term economic and social development strategies. By the end of 2016, its assets grew to RMB 14.34 trillion, a balance of loans of RMB 10.32 trillion. We also further enhanced our sustainability and risk management, delivering a net profit of RMB 109,667 million, ROA of 0.81%, ROE of 9.82%, and capital adequacy of 11.57%. Professional credit rating agencies including Moody's and Standard & Poor's have rated CDB at the same level as China’s sovereign rate.
CDB is the world’s largest development finance institution, and the largest Chinese bank for foreign investment and financing cooperation, long-term lending and bond issuance.
CDB currently has 37 primary branches and 3 secondary branches on the Chinese mainland, one offshore branch in Hong Kong and five representative offices in Cairo, Moscow, Rio de Janeiro, Caracas and London, with about 9,000 staff. Its subsidiaries include CDB Capital Co.,Ltd., CDB Securities Co.,Ltd., CDB Leasing Co.,Ltd. and China-Africa Development Fund Co.,Ltd..",China,china,
cuyamel-hydroelectric-project-on-garifuna-territory-in-masca-omoa-cortes-honduras,,,,banco-ficohsa,Banco Ficohsa,,,,,,,
cuyamel-hydroelectric-project-on-garifuna-territory-in-masca-omoa-cortes-honduras,,,,banco-aliado,Banco Aliado,,,,,,,
cuyamel-hydroelectric-project-on-garifuna-territory-in-masca-omoa-cortes-honduras,,,,banco-interfin-of-costa-rica,Banco Interfin of Costa Rica,,,,,,,
cuyamel-hydroelectric-project-on-garifuna-territory-in-masca-omoa-cortes-honduras,,,,banco-cuscatlan-of-el-salvador,Banco Cuscatlán of El Salvador,,,,,,,
sonaha-indigenous-minorities-bardia-national-park-bnp-management-nepal,,http://www.undp.org/,,united-nations-development-program,United Nations Development Program,,UNDP,Donor of the integrated conservation and conservation project as listed in the Project Details section,"The United Nations Development Programme (UNDP) is the United Nations' global development network.

Headquartered in New York City, UNDP advocates for change and connects countries to knowledge, experience and resources to help people build a better life. It provides expert advice, training and grants support to developing countries, with increasing emphasis on assistance to the least developed countries. It promotes technical and investment cooperation among nations. The status of UNDP is that of an executive board within the United Nations General Assembly.",United States of America ,united-states-of-america,
sonaha-indigenous-minorities-bardia-national-park-bnp-management-nepal,,https://www.wwfindia.org/,,world-wildlife-fund,World Wildlife Fund,,WWF,Involved in the integrated conservation and conservation project as listed in the Project Details section,"WWF is one of the world's largest conservation organizations. WWF is an independent foundation registered under Swiss law. WWF’s mission is to stop the degradation of the planet’s natural environment and to build a future in which humans live in harmony with nature, by:
- conserving the world’s biological diversity
- ensuring that the use of renewable natural resources is sustainable
                        promoting the reduction of pollution and wasteful consumption.",Switzerland,switzerland,
sonaha-indigenous-minorities-bardia-national-park-bnp-management-nepal,,https://www.bioversityinternational.org/,,biodiversity-international,Biodiversity International ,,,Involved in the integrated conservation and conservation project as listed in the Project Details section,Global research for development organisation.,,,
sonaha-indigenous-minorities-bardia-national-park-bnp-management-nepal,,http://www.usaid.gov/,,united-states-agency-for-international-development-usaid,United States Agency for International Development (USAID)  ,,USAID,Donor of the integrated conservation and conservation project as listed in the Project Details section,"an independent agency of the U.S. federal government that is primarily responsible for administering civilian foreign aid and development assistance. With a budget of over $27 billion, USAID is one of the largest official aid agencies in the world and accounts for more than half of all U.S. foreign assistance—the highest in the world in absolute dollar terms.",United States of America ,united-states-of-america,
sonaha-indigenous-minorities-bardia-national-park-bnp-management-nepal,,https://www.thegef.org/about-us,,global-environment-facility,Global Environment Facility,,GEF,Donor of the integrated conservation and conservation project as listed in the Project Details section,"The Global Environment Facility (GEF) was established on the eve of the 1992 Rio Earth Summit to help tackle our planet’s most pressing environmental problems. The GEF unites 183 countries in partnership with international institutions, civil society organizations (CSOs), and the private sector to address global environmental issues while supporting national sustainable development initiatives.",United States of America ,united-states-of-america,
water-privatization-ghana,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
water-privatization-ghana,,  http://www.imf.org/external/index.htm,,fondo-monetario-internacional,International Monetary Fund,,FMI,,"El Fondo Monetario Internacional o FMI (en inglés: International Monetary Fund) es una institución internacional que en la actualidad reúne a 188 países, y cuyo papel, según sus estatutos, es «fomentar la cooperación monetaria internacional; facilitar la expansión y el crecimiento equilibrado del comercio internacional; fomentar la estabilidad cambiaria; contribuir a establecer un sistema multilateral de pagos para las transacciones corrientes entre los países miembros y eliminar las restricciones cambiarias que dificulten la expansión del comercio mundial; infundir confianza a los países miembros poniendo a su disposición temporalmente y con las garantías adecuadas los recursos del Fondo, dándoles así oportunidad de que corrijan los desequilibrios de sus balanzas de pagos sin recurrir a medidas perniciosas para la prosperidad nacional o internacional, para acortar la duración y aminorar el desequilibrio de sus balanzas de pagos».1 Su sede se encuentra en Washington, la capital de Estados Unidos",,,
coca-cola-colombia,,https://www.ilo.org,,international-labour-organization,International Labour Organization,,ILO,,"The International Labour Organization (ILO) is devoted to promoting social justice and internationally recognized human and labour rights, pursuing its founding mission that social justice is essential to universal and lasting peace.
Only tripartite U.N. agency, the ILO brings together governments, employers and workers representatives of 187 member States , to set labour standards, develop policies and devise programmes promoting decent work for all women and men.
Today, the ILO's Decent Work agenda  helps advance the economic and working conditions that give all workers, employers and governments a stake in lasting peace, prosperity and progress.",Switzerland,switzerland,
coca-cola-colombia,,,,international-criminal-court,International Criminal Court,,ICC,,,,,
coca-cola-colombia,,,,european-center-for-constitutional-and-human-rights,European Center for Constitutional and Human Rights,,ECCHR,,,,,
coca-cola-colombia,,http://www.corteidh.or.cr/,,comision-interamericana-de-derechos-humanos-cidh,Inter-American Court of Human Rights,,CIDH,,,,,
la-pampilla,,,,united-nations-envrionmental-program,United Nations Envrionmental Program,,UNEP,,misión técnica organizada por la Unidad Conjunta de Medio Ambiente UNEP/JEU,,,
la-pampilla,,https://ec.europa.eu/echo/what/civil-protection/eu-civil-protection-mechanism_en,,european-civil-protection-and-humanitarian-aid-operations,European Civil Protection and Humanitarian Aid Operations,,,,,,,
bumitama-agri-oil-palm-plantation-indonesia,,https://www.hsbc.co.uk/,,hsbc-united-kingdom,HSBC United Kingdom,,HSCB,financier (of Wilmar International),,United Kingdom,united-kingdom,
bumitama-agri-oil-palm-plantation-indonesia,,http://dbs.com.sg/,,dbs-bank-singapore,DBS Bank Singapore ,,DBS,financier,,Singapore,singapore,
bumitama-agri-oil-palm-plantation-indonesia,,,,round-table-on-sustainable-palm-oil,Round Table on Sustainable Palm Oil ,,RSPO,,,Malaysia,malaysia,
delong-nickel-industrial-area-indonesia,,,,115,,,,,,,,
nuclear-debate-in-sri-lanka,,,,international-atomic-energy-agency,International Atomic Energy Agency,,IAEA,,,,,
nuclear-debate-in-sri-lanka,,,,government-of-india,Government of India,,,,,India,india,
oil-pipeline-project-chad-cameroon,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
oil-pipeline-project-chad-cameroon,,http://www.eib.org,,european-investment-bank,European Investment Bank,,EIB,,,,,
oil-pipeline-project-chad-cameroon,,https://www.coface.com/,,coface,Compagnie Française d'Assurance pour le Commerce Extérieur,,COFACE,,Private credit insurance provider,France,france,
