name,groups_mobilizing,slug
Farmers and peasants,,finike-marble-and-stone-quarries-turkey
Local government/political parties,,las-cucharillas-marsh
Neighbours/citizens/communities,,las-cucharillas-marsh
Social movements,,las-cucharillas-marsh
Trade unions,,las-cucharillas-marsh
Women,,las-cucharillas-marsh
Recreational users,,las-cucharillas-marsh
Local scientists/professionals,,las-cucharillas-marsh
Informal workers,,local-women-clean-up-polluted-isipingo-river-in-durban-south-africa
Local ejos,,local-women-clean-up-polluted-isipingo-river-in-durban-south-africa
Local government/political parties,,local-women-clean-up-polluted-isipingo-river-in-durban-south-africa
Neighbours/citizens/communities,,local-women-clean-up-polluted-isipingo-river-in-durban-south-africa
Women,,local-women-clean-up-polluted-isipingo-river-in-durban-south-africa
Local scientists/professionals,,local-women-clean-up-polluted-isipingo-river-in-durban-south-africa
International ejos,,hpp-lukovo-pole-put-mavrovo-national-park-at-risk-macedonia
Local ejos,,hpp-lukovo-pole-put-mavrovo-national-park-at-risk-macedonia
Local government/political parties,,hpp-lukovo-pole-put-mavrovo-national-park-at-risk-macedonia
Neighbours/citizens/communities,,hpp-lukovo-pole-put-mavrovo-national-park-at-risk-macedonia
Other,,hpp-lukovo-pole-put-mavrovo-national-park-at-risk-macedonia
Indigenous groups or traditional communities,,ipilan-nickel-mine-in-palawan-philippines
Local ejos,,ipilan-nickel-mine-in-palawan-philippines
Local government/political parties,,ipilan-nickel-mine-in-palawan-philippines
Neighbours/citizens/communities,,ipilan-nickel-mine-in-palawan-philippines
Women,,ipilan-nickel-mine-in-palawan-philippines
Local scientists/professionals,,ipilan-nickel-mine-in-palawan-philippines
Religious groups,,ipilan-nickel-mine-in-palawan-philippines
Other,,ipilan-nickel-mine-in-palawan-philippines
Farmers and peasants,,ipilan-nickel-mine-in-palawan-philippines
Indigenous groups or traditional communities,,lithium-mining-kola-peninsula-russia
Other,,lithium-mining-kola-peninsula-russia
Neighbours/citizens/communities,,alutrint-and-alcoa-plants-trinidad-and-tobago
Local scientists/professionals,,alutrint-and-alcoa-plants-trinidad-and-tobago
International ejos,,movement-against-the-location-of-the-vasco-da-gama-bridge-lisboa
Local ejos,,movement-against-the-location-of-the-vasco-da-gama-bridge-lisboa
Local scientists/professionals,,movement-against-the-location-of-the-vasco-da-gama-bridge-lisboa
International ejos,,fishmeal-pollution-in-chimbote-peru
Local ejos,,fishmeal-pollution-in-chimbote-peru
Local government/political parties,,fishmeal-pollution-in-chimbote-peru
Social movements,,fishmeal-pollution-in-chimbote-peru
Women,,fishmeal-pollution-in-chimbote-peru
Local scientists/professionals,,fishmeal-pollution-in-chimbote-peru
Fisher people,,fishmeal-pollution-in-chimbote-peru
Local ejos,,coal-mine-expansion-in-county-durham-uk
Local government/political parties,,coal-mine-expansion-in-county-durham-uk
Neighbours/citizens/communities,,coal-mine-expansion-in-county-durham-uk
Social movements,,coal-mine-expansion-in-county-durham-uk
International ejos,,yugud-va-national-park-russias-largest-national-park-threatened-by-gold-mining
Local ejos,,yugud-va-national-park-russias-largest-national-park-threatened-by-gold-mining
Local government/political parties,,yugud-va-national-park-russias-largest-national-park-threatened-by-gold-mining
Neighbours/citizens/communities,,yugud-va-national-park-russias-largest-national-park-threatened-by-gold-mining
Social movements,,yugud-va-national-park-russias-largest-national-park-threatened-by-gold-mining
Local scientists/professionals,,yugud-va-national-park-russias-largest-national-park-threatened-by-gold-mining
Indigenous groups or traditional communities,,indigenous-community-displaced-for-a-solar-plant-assam
Local ejos,,indigenous-community-displaced-for-a-solar-plant-assam
Local government/political parties,,indigenous-community-displaced-for-a-solar-plant-assam
Trade unions,,indigenous-community-displaced-for-a-solar-plant-assam
Other,,indigenous-community-displaced-for-a-solar-plant-assam
Farmers and peasants,,indigenous-community-displaced-for-a-solar-plant-assam
Local ejos,,field-report-313-evicted-makoko-women-and-children-face-humanitarian-crises
Neighbours/citizens/communities,,field-report-313-evicted-makoko-women-and-children-face-humanitarian-crises
Women,,field-report-313-evicted-makoko-women-and-children-face-humanitarian-crises
Fisher people,,field-report-313-evicted-makoko-women-and-children-face-humanitarian-crises
International ejos,,nuclear-waste-contamination-from-mayak-plutonium-plant-russia
Local ejos,,nuclear-waste-contamination-from-mayak-plutonium-plant-russia
Neighbours/citizens/communities,,nuclear-waste-contamination-from-mayak-plutonium-plant-russia
Local scientists/professionals,,nuclear-waste-contamination-from-mayak-plutonium-plant-russia
Industrial workers,,terra-mitica-benidorm-spain
Local government/political parties,,terra-mitica-benidorm-spain
Neighbours/citizens/communities,,terra-mitica-benidorm-spain
Social movements,,terra-mitica-benidorm-spain
Trade unions,,terra-mitica-benidorm-spain
Indigenous groups or traditional communities,,shoal-lake-40-boil-water-advisory
International ejos,,shoal-lake-40-boil-water-advisory
Local government/political parties,,shoal-lake-40-boil-water-advisory
Neighbours/citizens/communities,,shoal-lake-40-boil-water-advisory
Women,,shoal-lake-40-boil-water-advisory
Religious groups,,shoal-lake-40-boil-water-advisory
Other,,shoal-lake-40-boil-water-advisory
Indigenous groups or traditional communities,,harris-superquarry-scotland-uk
International ejos,,harris-superquarry-scotland-uk
Local ejos,,harris-superquarry-scotland-uk
Local government/political parties,,harris-superquarry-scotland-uk
Neighbours/citizens/communities,,harris-superquarry-scotland-uk
Social movements,,harris-superquarry-scotland-uk
Recreational users,,harris-superquarry-scotland-uk
Local scientists/professionals,,harris-superquarry-scotland-uk
Fisher people,,harris-superquarry-scotland-uk
Farmers and peasants,,harris-superquarry-scotland-uk
Informal workers,,pata-rat-landfill-cluj-napoca-romania
International ejos,,pata-rat-landfill-cluj-napoca-romania
Neighbours/citizens/communities,,pata-rat-landfill-cluj-napoca-romania
"Wastepickers, recyclers",,pata-rat-landfill-cluj-napoca-romania
Ethnically/racially discriminated groups,,pata-rat-landfill-cluj-napoca-romania
Local scientists/professionals,,pata-rat-landfill-cluj-napoca-romania
Social movements,,palestinian-fisherman-killed-by-the-israeli-navy
Trade unions,,palestinian-fisherman-killed-by-the-israeli-navy
Fisher people,,palestinian-fisherman-killed-by-the-israeli-navy
Local ejos,,logging-in-toolangi-state-forest-victoria-australia
Local government/political parties,,logging-in-toolangi-state-forest-victoria-australia
Neighbours/citizens/communities,,logging-in-toolangi-state-forest-victoria-australia
Trade unions,,logging-in-toolangi-state-forest-victoria-australia
Women,,logging-in-toolangi-state-forest-victoria-australia
Recreational users,,logging-in-toolangi-state-forest-victoria-australia
Local scientists/professionals,,logging-in-toolangi-state-forest-victoria-australia
Other,,logging-in-toolangi-state-forest-victoria-australia
International ejos,,olive-plantation-on-krk-island-croatia
Local ejos,,olive-plantation-on-krk-island-croatia
Local government/political parties,,olive-plantation-on-krk-island-croatia
Local scientists/professionals,,olive-plantation-on-krk-island-croatia
Local ejos,,callao-peru-lead-pollution
Local government/political parties,,callao-peru-lead-pollution
Neighbours/citizens/communities,,callao-peru-lead-pollution
Social movements,,callao-peru-lead-pollution
Local scientists/professionals,,callao-peru-lead-pollution
Other,,callao-peru-lead-pollution
Local government/political parties,,mopco-fertilizer-factory-environmental-conflict-egypt
Neighbours/citizens/communities,,mopco-fertilizer-factory-environmental-conflict-egypt
Local scientists/professionals,,mopco-fertilizer-factory-environmental-conflict-egypt
Fisher people,,mopco-fertilizer-factory-environmental-conflict-egypt
Farmers and peasants,,mopco-fertilizer-factory-environmental-conflict-egypt
Indigenous groups or traditional communities,,oil-and-gas-exploration-in-coari-brazil
International ejos,,oil-and-gas-exploration-in-coari-brazil
Local ejos,,oil-and-gas-exploration-in-coari-brazil
Neighbours/citizens/communities,,oil-and-gas-exploration-in-coari-brazil
Local scientists/professionals,,oil-and-gas-exploration-in-coari-brazil
Religious groups,,oil-and-gas-exploration-in-coari-brazil
Other,,oil-and-gas-exploration-in-coari-brazil
Farmers and peasants,,oil-and-gas-exploration-in-coari-brazil
Local ejos,,incinerator-in-zubieta-gipuzkoa-spain
Local government/political parties,,incinerator-in-zubieta-gipuzkoa-spain
Neighbours/citizens/communities,,incinerator-in-zubieta-gipuzkoa-spain
Social movements,,incinerator-in-zubieta-gipuzkoa-spain
Local scientists/professionals,,incinerator-in-zubieta-gipuzkoa-spain
Local ejos,,enstedsvaerket-in-aabenraa-denmark
Neighbours/citizens/communities,,enstedsvaerket-in-aabenraa-denmark
Industrial workers,,siberian-chemical-combine
Neighbours/citizens/communities,,siberian-chemical-combine
Local scientists/professionals,,siberian-chemical-combine
Indigenous groups or traditional communities,,iron-ore-nunavut-canada
Local government/political parties,,iron-ore-nunavut-canada
Ethnically/racially discriminated groups,,iron-ore-nunavut-canada
Other,,iron-ore-nunavut-canada
Indigenous groups or traditional communities,,peel-watershed-regional-land-use-planning-conflict
Local ejos,,peel-watershed-regional-land-use-planning-conflict
Neighbours/citizens/communities,,peel-watershed-regional-land-use-planning-conflict
Pastoralists,,peel-watershed-regional-land-use-planning-conflict
Local scientists/professionals,,peel-watershed-regional-land-use-planning-conflict
Other,,peel-watershed-regional-land-use-planning-conflict
Indigenous groups or traditional communities,,las-coloradas
Local ejos,,las-coloradas
Local government/political parties,,las-coloradas
Neighbours/citizens/communities,,las-coloradas
Social movements,,las-coloradas
Religious groups,,las-coloradas
Other,,las-coloradas
Indigenous groups or traditional communities,,biopalma-against-indigenous-tambe-in-brazilian-amazon
International ejos,,biopalma-against-indigenous-tambe-in-brazilian-amazon
Trade unions,,biopalma-against-indigenous-tambe-in-brazilian-amazon
Ethnically/racially discriminated groups,,biopalma-against-indigenous-tambe-in-brazilian-amazon
Local scientists/professionals,,biopalma-against-indigenous-tambe-in-brazilian-amazon
Religious groups,,biopalma-against-indigenous-tambe-in-brazilian-amazon
Other,,biopalma-against-indigenous-tambe-in-brazilian-amazon
International ejos,,aquaculture-conflict-in-golfo-de-fonseca-honduras-nicaragua
Local ejos,,aquaculture-conflict-in-golfo-de-fonseca-honduras-nicaragua
Neighbours/citizens/communities,,aquaculture-conflict-in-golfo-de-fonseca-honduras-nicaragua
Social movements,,aquaculture-conflict-in-golfo-de-fonseca-honduras-nicaragua
Local scientists/professionals,,aquaculture-conflict-in-golfo-de-fonseca-honduras-nicaragua
Fisher people,,aquaculture-conflict-in-golfo-de-fonseca-honduras-nicaragua
Indigenous groups or traditional communities,,alberta-tar-sands-canada
Industrial workers,,alberta-tar-sands-canada
International ejos,,alberta-tar-sands-canada
Local ejos,,alberta-tar-sands-canada
Local government/political parties,,alberta-tar-sands-canada
Neighbours/citizens/communities,,alberta-tar-sands-canada
Social movements,,alberta-tar-sands-canada
Trade unions,,alberta-tar-sands-canada
Recreational users,,alberta-tar-sands-canada
Local scientists/professionals,,alberta-tar-sands-canada
Religious groups,,alberta-tar-sands-canada
Local government/political parties,,kilmore-east-kinglake-bushfire-black-saturday-class-action
Neighbours/citizens/communities,,kilmore-east-kinglake-bushfire-black-saturday-class-action
Women,,kilmore-east-kinglake-bushfire-black-saturday-class-action
Local scientists/professionals,,kilmore-east-kinglake-bushfire-black-saturday-class-action
Farmers and peasants,,kilmore-east-kinglake-bushfire-black-saturday-class-action
International ejos,,inn-din-coal-power-plant-cancelled-mon-state-myanmar
Local ejos,,inn-din-coal-power-plant-cancelled-mon-state-myanmar
Local government/political parties,,inn-din-coal-power-plant-cancelled-mon-state-myanmar
Neighbours/citizens/communities,,inn-din-coal-power-plant-cancelled-mon-state-myanmar
Ethnically/racially discriminated groups,,inn-din-coal-power-plant-cancelled-mon-state-myanmar
Local scientists/professionals,,inn-din-coal-power-plant-cancelled-mon-state-myanmar
Religious groups,,inn-din-coal-power-plant-cancelled-mon-state-myanmar
Other,,inn-din-coal-power-plant-cancelled-mon-state-myanmar
Fisher people,,inn-din-coal-power-plant-cancelled-mon-state-myanmar
Farmers and peasants,,inn-din-coal-power-plant-cancelled-mon-state-myanmar
Industrial workers,,la-oroya-peru
International ejos,,la-oroya-peru
Local government/political parties,,la-oroya-peru
Neighbours/citizens/communities,,la-oroya-peru
Trade unions,,la-oroya-peru
Local scientists/professionals,,la-oroya-peru
Religious groups,,la-oroya-peru
Indigenous groups or traditional communities,,upper-paunglaung-dam-shan-state-myanmar
Local ejos,,upper-paunglaung-dam-shan-state-myanmar
Neighbours/citizens/communities,,upper-paunglaung-dam-shan-state-myanmar
Women,,upper-paunglaung-dam-shan-state-myanmar
Ethnically/racially discriminated groups,,upper-paunglaung-dam-shan-state-myanmar
Local scientists/professionals,,upper-paunglaung-dam-shan-state-myanmar
Religious groups,,upper-paunglaung-dam-shan-state-myanmar
Other,,upper-paunglaung-dam-shan-state-myanmar
Fisher people,,upper-paunglaung-dam-shan-state-myanmar
Farmers and peasants,,upper-paunglaung-dam-shan-state-myanmar
Indigenous groups or traditional communities,,pierina-jangas-peru
Industrial workers,,pierina-jangas-peru
Local ejos,,pierina-jangas-peru
Local government/political parties,,pierina-jangas-peru
Neighbours/citizens/communities,,pierina-jangas-peru
Social movements,,pierina-jangas-peru
Farmers and peasants,,pierina-jangas-peru
Informal workers,,bhadreshwar-thermal-power-plant-gujarat-india
Local ejos,,bhadreshwar-thermal-power-plant-gujarat-india
Neighbours/citizens/communities,,bhadreshwar-thermal-power-plant-gujarat-india
Pastoralists,,bhadreshwar-thermal-power-plant-gujarat-india
Social movements,,bhadreshwar-thermal-power-plant-gujarat-india
Other,,bhadreshwar-thermal-power-plant-gujarat-india
Fisher people,,bhadreshwar-thermal-power-plant-gujarat-india
Farmers and peasants,,bhadreshwar-thermal-power-plant-gujarat-india
Trade unions,,kisladag-gold-mine-turkey
Women,,kisladag-gold-mine-turkey
Farmers and peasants,,kisladag-gold-mine-turkey
Local ejos,,ecological-bomb-port-milena-montenegro
International ejos,,polish-belarusian-border-wall-bialowieza-forest-poland
Local ejos,,polish-belarusian-border-wall-bialowieza-forest-poland
Local government/political parties,,polish-belarusian-border-wall-bialowieza-forest-poland
