UID,name,forms_mobilizing
coal-pollution-from-eskom-in-emalahleni-mpumalanga-south-africa,Objections to the EIA,
coal-pollution-from-eskom-in-emalahleni-mpumalanga-south-africa,Official complaint letters and petitions,
coal-pollution-from-eskom-in-emalahleni-mpumalanga-south-africa,Public campaigns,
coal-pollution-from-eskom-in-emalahleni-mpumalanga-south-africa,Street protest/marches,
cafo-pollution-in-lenawee-county-michigan-usa,"Community-based participative research (popular epidemiology studies, etc..)",
cafo-pollution-in-lenawee-county-michigan-usa,Creation of alternative reports/knowledge,
cafo-pollution-in-lenawee-county-michigan-usa,Development of a network/collective action,
cafo-pollution-in-lenawee-county-michigan-usa,Involvement of national and international NGOs,
cafo-pollution-in-lenawee-county-michigan-usa,"Lawsuits, court cases, judicial activism",
cafo-pollution-in-lenawee-county-michigan-usa,Media based activism/alternative media,
cafo-pollution-in-lenawee-county-michigan-usa,Objections to the EIA,
cafo-pollution-in-lenawee-county-michigan-usa,Official complaint letters and petitions,
cafo-pollution-in-lenawee-county-michigan-usa,Public campaigns,
cafo-pollution-in-lenawee-county-michigan-usa,Sabotage,
cafo-pollution-in-lenawee-county-michigan-usa,Shareholder/financial activism.,
cafo-pollution-in-lenawee-county-michigan-usa,Strikes,
cafo-pollution-in-lenawee-county-michigan-usa,Occupation of buildings/public spaces,
cafo-pollution-in-lenawee-county-michigan-usa,Arguments for the rights of mother nature,
cafo-pollution-in-lenawee-county-michigan-usa,Refusal of compensation,
tibetan-demonstrators-against-a-highly-pollutant-local-cement-factory-tibet,Blockades,
tibetan-demonstrators-against-a-highly-pollutant-local-cement-factory-tibet,Official complaint letters and petitions,
tibetan-demonstrators-against-a-highly-pollutant-local-cement-factory-tibet,Street protest/marches,
tibetan-demonstrators-against-a-highly-pollutant-local-cement-factory-tibet,Occupation of buildings/public spaces,
tibetan-demonstrators-against-a-highly-pollutant-local-cement-factory-tibet,Other,
los-pelambres-comunidad-los-caimanes-chile,Blockades,
los-pelambres-comunidad-los-caimanes-chile,Development of a network/collective action,
los-pelambres-comunidad-los-caimanes-chile,Involvement of national and international NGOs,
los-pelambres-comunidad-los-caimanes-chile,"Lawsuits, court cases, judicial activism",
los-pelambres-comunidad-los-caimanes-chile,Media based activism/alternative media,
los-pelambres-comunidad-los-caimanes-chile,Objections to the EIA,
los-pelambres-comunidad-los-caimanes-chile,Official complaint letters and petitions,
los-pelambres-comunidad-los-caimanes-chile,Public campaigns,
los-pelambres-comunidad-los-caimanes-chile,Street protest/marches,
los-pelambres-comunidad-los-caimanes-chile,Hunger strikes and self immolation,
chevron-refinery-in-richmond-ca-usa,"Community-based participative research (popular epidemiology studies, etc..)",
chevron-refinery-in-richmond-ca-usa,Development of a network/collective action,
chevron-refinery-in-richmond-ca-usa,Development of alternative proposals,
chevron-refinery-in-richmond-ca-usa,"Lawsuits, court cases, judicial activism",
chevron-refinery-in-richmond-ca-usa,Media based activism/alternative media,
chevron-refinery-in-richmond-ca-usa,Public campaigns,
chevron-refinery-in-richmond-ca-usa,Street protest/marches,
mina-gualcamayo-san-juan,Creation of alternative reports/knowledge,
mina-gualcamayo-san-juan,Development of a network/collective action,
mina-gualcamayo-san-juan,Media based activism/alternative media,
bashkir-nuclear-power-plant-russia,"Artistic and creative actions (eg guerilla theatre, murals)",
bashkir-nuclear-power-plant-russia,Blockades,
bashkir-nuclear-power-plant-russia,Creation of alternative reports/knowledge,
bashkir-nuclear-power-plant-russia,Involvement of national and international NGOs,
bashkir-nuclear-power-plant-russia,Public campaigns,
bashkir-nuclear-power-plant-russia,Street protest/marches,
panantza-san-carlos-ecuador,Development of a network/collective action,
panantza-san-carlos-ecuador,Development of alternative proposals,
panantza-san-carlos-ecuador,Involvement of national and international NGOs,
panantza-san-carlos-ecuador,Public campaigns,
panantza-san-carlos-ecuador,Street protest/marches,
nijgadh-airport-and-aerotropolis,Development of alternative proposals,
nijgadh-airport-and-aerotropolis,Objections to the EIA,
nijgadh-airport-and-aerotropolis,Official complaint letters and petitions,
nijgadh-airport-and-aerotropolis,Arguments for the rights of mother nature,
nijgadh-airport-and-aerotropolis,Appeals/recourse to economic valuation of the environment,
bio-bio-watershed-targeted-by-ministry-of-energys-hydro-plans-chile,"Artistic and creative actions (eg guerilla theatre, murals)",
bio-bio-watershed-targeted-by-ministry-of-energys-hydro-plans-chile,Creation of alternative reports/knowledge,
bio-bio-watershed-targeted-by-ministry-of-energys-hydro-plans-chile,Development of a network/collective action,
bio-bio-watershed-targeted-by-ministry-of-energys-hydro-plans-chile,Development of alternative proposals,
bio-bio-watershed-targeted-by-ministry-of-energys-hydro-plans-chile,Involvement of national and international NGOs,
bio-bio-watershed-targeted-by-ministry-of-energys-hydro-plans-chile,"Lawsuits, court cases, judicial activism",
bio-bio-watershed-targeted-by-ministry-of-energys-hydro-plans-chile,Media based activism/alternative media,
bio-bio-watershed-targeted-by-ministry-of-energys-hydro-plans-chile,Official complaint letters and petitions,
bio-bio-watershed-targeted-by-ministry-of-energys-hydro-plans-chile,Public campaigns,
bio-bio-watershed-targeted-by-ministry-of-energys-hydro-plans-chile,Referendum other local consultations,
bio-bio-watershed-targeted-by-ministry-of-energys-hydro-plans-chile,Street protest/marches,
bio-bio-watershed-targeted-by-ministry-of-energys-hydro-plans-chile,Arguments for the rights of mother nature,
bio-bio-watershed-targeted-by-ministry-of-energys-hydro-plans-chile,Appeals/recourse to economic valuation of the environment,
gold-mining-in-corcoesto-galicia-spain,"Artistic and creative actions (eg guerilla theatre, murals)",
gold-mining-in-corcoesto-galicia-spain,Development of a network/collective action,
gold-mining-in-corcoesto-galicia-spain,Involvement of national and international NGOs,
gold-mining-in-corcoesto-galicia-spain,Objections to the EIA,
gold-mining-in-corcoesto-galicia-spain,Official complaint letters and petitions,
gold-mining-in-corcoesto-galicia-spain,Public campaigns,
gold-mining-in-corcoesto-galicia-spain,Street protest/marches,
gold-mining-in-corcoesto-galicia-spain,Other,
mahan-coal-limited-india,Boycotts of official procedures/non-participation in official processes,
mahan-coal-limited-india,Development of a network/collective action,
mahan-coal-limited-india,Development of alternative proposals,
mahan-coal-limited-india,Involvement of national and international NGOs,
mahan-coal-limited-india,Land occupation,
mahan-coal-limited-india,"Lawsuits, court cases, judicial activism",
mahan-coal-limited-india,Media based activism/alternative media,
mahan-coal-limited-india,Official complaint letters and petitions,
mahan-coal-limited-india,Public campaigns,
mahan-coal-limited-india,Street protest/marches,
minera-autlan-mexico,Blockades,
minera-autlan-mexico,"Community-based participative research (popular epidemiology studies, etc..)",
minera-autlan-mexico,Creation of alternative reports/knowledge,
minera-autlan-mexico,"Lawsuits, court cases, judicial activism",
minera-autlan-mexico,Official complaint letters and petitions,
minera-autlan-mexico,Occupation of buildings/public spaces,
animal-husbandry-pollution-of-huangpu-river-shanghai-china,Media based activism/alternative media,
animal-husbandry-pollution-of-huangpu-river-shanghai-china,Official complaint letters and petitions,
agua-rica-andalgala-catamarca-argentina,"Artistic and creative actions (eg guerilla theatre, murals)",
agua-rica-andalgala-catamarca-argentina,Blockades,
agua-rica-andalgala-catamarca-argentina,Creation of alternative reports/knowledge,
agua-rica-andalgala-catamarca-argentina,Development of a network/collective action,
agua-rica-andalgala-catamarca-argentina,Involvement of national and international NGOs,
agua-rica-andalgala-catamarca-argentina,"Lawsuits, court cases, judicial activism",
agua-rica-andalgala-catamarca-argentina,Media based activism/alternative media,
agua-rica-andalgala-catamarca-argentina,Objections to the EIA,
agua-rica-andalgala-catamarca-argentina,Official complaint letters and petitions,
agua-rica-andalgala-catamarca-argentina,Public campaigns,
agua-rica-andalgala-catamarca-argentina,Referendum other local consultations,
agua-rica-andalgala-catamarca-argentina,Street protest/marches,
proyecto-hidrotambo,Blockades,
proyecto-hidrotambo,Development of a network/collective action,
proyecto-hidrotambo,"Lawsuits, court cases, judicial activism",
proyecto-hidrotambo,Media based activism/alternative media,
proyecto-hidrotambo,Official complaint letters and petitions,
proyecto-hidrotambo,Street protest/marches,
proyecto-hidrotambo,Strikes,
proyecto-hidrotambo,Appeals/recourse to economic valuation of the environment,
kryktytau-mountain-range-located-in-bashkortostan-threatened-by-russian-copper-mining-company,"Community-based participative research (popular epidemiology studies, etc..)",
kryktytau-mountain-range-located-in-bashkortostan-threatened-by-russian-copper-mining-company,Creation of alternative reports/knowledge,
kryktytau-mountain-range-located-in-bashkortostan-threatened-by-russian-copper-mining-company,Development of a network/collective action,
kryktytau-mountain-range-located-in-bashkortostan-threatened-by-russian-copper-mining-company,Development of alternative proposals,
kryktytau-mountain-range-located-in-bashkortostan-threatened-by-russian-copper-mining-company,Media based activism/alternative media,
kryktytau-mountain-range-located-in-bashkortostan-threatened-by-russian-copper-mining-company,Objections to the EIA,
kryktytau-mountain-range-located-in-bashkortostan-threatened-by-russian-copper-mining-company,Official complaint letters and petitions,
kryktytau-mountain-range-located-in-bashkortostan-threatened-by-russian-copper-mining-company,Public campaigns,
kryktytau-mountain-range-located-in-bashkortostan-threatened-by-russian-copper-mining-company,Referendum other local consultations,
kryktytau-mountain-range-located-in-bashkortostan-threatened-by-russian-copper-mining-company,Arguments for the rights of mother nature,
kryktytau-mountain-range-located-in-bashkortostan-threatened-by-russian-copper-mining-company,Appeals/recourse to economic valuation of the environment,
kheshobpur-bricks,"Lawsuits, court cases, judicial activism",
kheshobpur-bricks,Media based activism/alternative media,
kheshobpur-bricks,Official complaint letters and petitions,
klabin-plantations-brazil,Creation of alternative reports/knowledge,
klabin-plantations-brazil,Development of a network/collective action,
klabin-plantations-brazil,"Lawsuits, court cases, judicial activism",
gas-exploitation-in-the-urubamba-valley-camisea-peru,Creation of alternative reports/knowledge,
gas-exploitation-in-the-urubamba-valley-camisea-peru,Objections to the EIA,
coal-transport-by-drummond-in-bahia-de-santa-marta-colombia,Creation of alternative reports/knowledge,
coal-transport-by-drummond-in-bahia-de-santa-marta-colombia,"Lawsuits, court cases, judicial activism",
coal-transport-by-drummond-in-bahia-de-santa-marta-colombia,Media based activism/alternative media,
coal-transport-by-drummond-in-bahia-de-santa-marta-colombia,Official complaint letters and petitions,
coal-transport-by-drummond-in-bahia-de-santa-marta-colombia,Street protest/marches,
metsamor-nuclear-power-plant,Creation of alternative reports/knowledge,
metsamor-nuclear-power-plant,Development of alternative proposals,
metsamor-nuclear-power-plant,Involvement of national and international NGOs,
metsamor-nuclear-power-plant,Official complaint letters and petitions,
shells-quest-hydrogen-ccs-in-fort-saskatchewan-alberta-canada,Creation of alternative reports/knowledge,
shells-quest-hydrogen-ccs-in-fort-saskatchewan-alberta-canada,Involvement of national and international NGOs,
shells-quest-hydrogen-ccs-in-fort-saskatchewan-alberta-canada,Street protest/marches,
shells-quest-hydrogen-ccs-in-fort-saskatchewan-alberta-canada,Occupation of buildings/public spaces,
shells-quest-hydrogen-ccs-in-fort-saskatchewan-alberta-canada,Arguments for the rights of mother nature,
pinpet-iron-mining-factory-shan-state-myanmar,"Community-based participative research (popular epidemiology studies, etc..)",
