other_health_impacts,other_socio_economical_impacts,other_environmental_impacts,slug
,,"Impacto en la ruta de ballenas azul, ballena franca austral y otras, y lugar de desove de peces por la actividad minera.",minas-de-carbon-en-isla-guafo-chile
,,,oil-spill-at-makaraba-village-nigeria
,,decrease in the level of water retention of the area,carpathian-forest-poland
"Traffic accidents, cyclists as victims. ",Devaluation of the street and area. ,,pak-ze-aan-de-turnhoutsebaan-the-demand-for-a-less-car-centric-mobility-policy-in-antwerp
Cyanid ,,,san-jose-huevos-verdes-argentina
,,,hpp-boskov-most-mavrovo-national-park-macedonia
,,,redd-project-resguardo-indigena-unificado-selva-de-mataven-riu-sm
,,,rajasthan-atomic-power-station-raps-india
," Zona arqueológica de Tlaxomolco o Yohualinchan, localizado en las faldas del cerro Yohualtépetl.",Impact on ,ampliacion-de-carretera-en-tepoztlan-mexico
,,,unidad-habitacional-la-cienega
,Tourism would be affected,,coal-fired-power-plant-cfpp-in-luna-la-union-philippines
,,,floriculture-on-lake-naivasha-kenya
,,,wastepickers-fight-against-incinerator-in-the-city-of-maua-sao-paulo-brazil
,,,incinerator-in-case-passerini-florence-italy
,,,the-mass-killing-of-the-gazelle-in-in-as-swaida-syria
,,,ube-nishiokinoyama-coal-fired-power-plant
,Traffic problems,,exploratory-fracking-at-leith-hill
,,,solid-waste-management-plant-lamdeng-khunnou-in-imphal-manipur-india
,,,pt-tor-ganda-conflict-sumatra
,,"Pollution of the sea, potential damage to whales and other marine life.",environmental-threats-industrial-salmon-new-mining-concessions-in-chiloe-chile
,Damage to spiritual and cultural heritage. Complaints about desecration of graves. ,,jindals-melmoth-iron-ore-project-miop-south-africa
,Loss of cultural identity; influx of foreign labour; lack of work security in other sectors including tourism; community divisions; major sense of uncertainty,,greenland-mineral-ltds-kuannersuit-kvanefjeld-rare-earth-uranium-project-greenland
"Potential for fracking related illnesses: premature births, decreased birth rates, migraines, sinus infections, severe fatigue, asthma attacks, and cancer.",,"Particulate matter 2.5, methane, benzene, sulfur dioxide, carbon dioxide, and formaldehyde",air-pollution-in-pittsburgh-pa
"The project was implemented under Burma military dictatorship and militarisation of the area to secure the dam caused sexual violence, human rights abuses and extrajudicial killings [1].","Following militarization of the area, women were commonly forced to marry soldiers stationed at the site to secure the dam [1]",,lawpita-dam-balu-chaung-river-karenni-state-myanmar
Poisoning related to pollution of soil and waters,,,illegal-bunkering-causes-first-spill-on-agip-pipeline-in-oruma-community
,,,angostura-dam-chile
"Specific impacts on women: miscarriages. Specific impacts on children: UNICEF´s study found that the lungs of children living in the districts with the highest pollution did not function as well as those of children living in rural areas, putting them at risk of chronic respiratory diseases as they grow older. Accidents and lack of visibility: When there is a lot of smog people don´t see the red/green colour of the road lights and that can lead to potential accidents. ",,,wake-up-and-smell-the-smog-mongolians-against-air-pollution-in-ulan-bator-mongolia
"Lead pollution (población con altos niveles de plomo en sangre, especialmente niños). ","Población enferma con bajos niveles cognitivos y problemas físicos y psicológicos que limita su potencial para llevar adelante actividades productivas, estudiar y obtener empleos",,metal-huasi-contaminacion-minera-en-abra-pampa-jujuy
,,,referendum-against-gold-mining-trun-bulgaria
,,,roma-of-stolipinovo-water-and-waste-collection-denial-in-the-european-cultural-capital-2019-plovdiv-bulgaria
"""Manganism""  or ""welders' disease"". https://en.wikipedia.org/wiki/Manganism",,,manganese-mining-in-manggarai-east-nusa-tenggara-indonesia
Water contamination-related diseases,,,chirano-gold-mines-compensation-struggle-ghana
Respiratory system impacts,,,coal-exports-in-west-oakland-the-oakland-bulk-and-oversized-terminal
,,,try-pheap-co-logging-operation-in-cambodia
,,,lukang-anti-dupont-movement-changhua-county-taiwan
,,,mandira-dam-rourkela-orissa-india
,"Pérdidas de calidad para actividades productivas, como las agrícolas: pérdida de la denominación de origen y otras certificaciones de calidad de productos regionales. ",Potencial contaminación por radioactividad.,mina-de-uranio-sierra-pintada
Risk of dioxin,Reyclers argue they lose their means of livelihood since waste is privatized and incinerated,,okhla-waste-to-energy-plant-india
Unknown but likely important to document,"A major chunk of monthly earnings might be lost by fishers even now, regularly, to criminals, boat theft, net/gear theft and seizures (by government officials); indebtedness to local moneylenders is high mainly for health costs and for personal expenses (e.g. marriage). Many fishers do not have identity cards or Below-Poverty-Line cards (Kelkar 2014b).","Other environmental impacts include changes in river temperature regimes, erratic releases from upstream dams, and reduction in river sediment flux). 
Note: Flooding is not a threat – in fact the average flooding pulse is a critical need for fishers as it helps in connecting wetlands to the river channel, and allows higher productivity of fish stocks and population replenishment.",fishery-conflicts-in-the-ganga-river-bhagalpur-bihar-historical-oppression-criminal-threat-and-ecological-degradation
Potential lead and other heavy metals contamination,,,chemical-hazard-conflict-over-the-metales-plant-at-otay-mesa-industrial-park-tijuana-mexico
,,,catatumbo-conflict-over-rights-to-land-colombia
Illnesses caused by pollutants emitted by aircraft,Loss of traditional salt-making ponds,dust from helicopter operations,hanapepe-salt-ponds-threatened-by-growth-of-helicopter-operations
,,,baba-dam-project-los-rios-ecuador
,Negative impact on the small tourist industry,,gold-mining-in-county-tyrone-ireland
,,,sierra-de-aguarague
,,,koshe-landfill
,,,lonmin-south-africa
Respiratory challenges from air pollution,,,peabody-western-coal-company-black-mesa-mine-complex-closure-leads-to-an-unjust-transition-for-residents-in-navajo-county-arizona
,,,cuenca-inhabitants-against-an-industrial-polygon-ecuador
,,,fisher-couple-murdered-in-nasugbu
 headaches and nausea,,,open-air-waste-dumps-near-moscow-russia
,,Loss of arable land (P),kinangop-wind-park
,,radiation,thousands-protest-against-proposed-nuclear-reprocessing-plant-in-lianyungang-jiangsu-china
"High rate of deficit in cognitive development;  impact on respiratory diseases due to particulate matter, high cancer rates. ","social problems: addiction to drugs; social division, loss of traditional economic systems of fishing and agriculture. ","Heavy metal contamination of soil, air, water and fishery resources",ventanas-industrial-complex-chile
,,,sterrebos-cut-down-for-car-factory-expansion-the-netherlands
,,,seli-hydroelectricity-project
,"Violation of Free, Prior and Informed Consent",,luangwa-community-forests-project-lcfp-redd
,,,the-tours-bordeaux-lgv
,,,xiluodu-dam
,,,ocp-heavy-crude-oil-pipeline-ecuador
"Nitrates have been linked to thyroid disease and make infants susceptible to “blue baby syndrome,” a potentially fatal condition that interferes with the blood’s capacity to carry oxygen (http://www.nytimes.com/2012/11/14/us/tainted-water-in-california-farmworker-communities.html?pagewanted=all&_r=0). ",Residents spending about 10% of their income on water.  These residents are already impoverished.,,pesticide-exposure-in-tulare-county-usa
"Debido al polvo generado por la maquinaria de construcción, varios niños y niñas comenzaron a sufrir de frecuentes e intensas enfermedades respiratorias. ",,,proyecto-hidroelectrico-changuinola-ii-chan-140-chan-220
"Workers installing crash barriers on the road were all wearing masks – they said there are a number of sites like that nearby, and if you don't protect your face you’ll soon end up suffering headaches and a sore throat. [15]",,"Irreversible impacts: Liu Shurun, a well-known botanist and grasslands ecologist, is a professor of ecology at Inner Mongolia Normal University. He warns that “as soon as groundwater becomes polluted, we don’t just lose the habitats that have supported herders for generations – worse, we put the unique ecosystem of the Tengger, China’s fourthlargest desert, at grave risk.” And, he adds, once groundwater is polluted it’s next to impossible to clean up. [15]
Changing the shape of the desert: A reporter noticed that the shape of the desert near the chemical zone has changed significantly. In some low-lying areas, the floating sand immediately shows purple or dark brown sand. “The solid waste and water residue from chemical companies, which contains high concentrations of acidic liquids, is likely to have penetrated into the ground. Environmental organizations have previously tested groundwater and found that phenols exceeded 400 times, but they have not been recognized and valued by the local government.” [16]",1-untreated-waste-water-dumped-by-chemical-plants-in-tengger-desert-inner-mongoliachina
,Pérdida de actividad turistica, Inundaciones,conflicto-por-la-construccion-del-puente-rurrenabaque-san-buenaventura
,,,negros-massacre-murder-of-14-farmers-in-negros-the-philippines
,,,yamato-river-the-dirtiest-river-in-japan
,,,threat-to-aarey-forest-due-to-the-construction-of-mumbai-metro-3-car-shed
,,,jimbitono-against-mining-and-hydropower-projects-ecuador
,,Threats to Ramsar site,indigenous-peoples-and-ejo-efforts-to-protect-baikal-lake-from-many-development-projects-russia
,,Impacts on the fauna,nizhne-zeyskaya-hpp-russia
,,,privatisation-of-water-suez-aguas-del-illimani-bolivia
