UID,name,government_actors
chirano-gold-mines-compensation-struggle-ghana,Department of Environment,
chirano-gold-mines-compensation-struggle-ghana,Science and Technology,
try-pheap-co-logging-operation-in-cambodia,Agriculture Ministry’s Forestry Administration,
okhla-waste-to-energy-plant-india,Delhi Government,
okhla-waste-to-energy-plant-india,Uttar Pradesh Government,
okhla-waste-to-energy-plant-india,National Green Tribunal,
catatumbo-conflict-over-rights-to-land-colombia,Colombian Ministry of Mines and Energy,
catatumbo-conflict-over-rights-to-land-colombia,Regulating Commission of energy,
catatumbo-conflict-over-rights-to-land-colombia,Gas ,
catatumbo-conflict-over-rights-to-land-colombia,Union of Mineral and Energy Planning ,
baba-dam-project-los-rios-ecuador,Ministry of the Environment,
baba-dam-project-los-rios-ecuador,Government of Ecuador,
cuenca-inhabitants-against-an-industrial-polygon-ecuador,Municipality of Cuenca,
cuenca-inhabitants-against-an-industrial-polygon-ecuador,The city Council of Azuay,
cuenca-inhabitants-against-an-industrial-polygon-ecuador,Supreme Court of Justice,
cuenca-inhabitants-against-an-industrial-polygon-ecuador,Instituto Ecuatoriano de reforma Agraria y Colonizacin-IERAC ,
ocp-heavy-crude-oil-pipeline-ecuador,Ministry of the Environment,
ocp-heavy-crude-oil-pipeline-ecuador,Ministry of Mines and Petroleum,
pesticide-exposure-in-tulare-county-usa,Department of Pesticide Regulation,
pesticide-exposure-in-tulare-county-usa,California Department of Food and Agriculture,
jimbitono-against-mining-and-hydropower-projects-ecuador,Environmental Ministry,
jimbitono-against-mining-and-hydropower-projects-ecuador,The Ministry of Mines and Petroleum (now the Ministry of Non-Renewable Natural Resources.,
jimbitono-against-mining-and-hydropower-projects-ecuador,Consejo Nacional de Electrificacin-CONELEC,
jimbitono-against-mining-and-hydropower-projects-ecuador,Agencia Agua de Cuenca- Consejo Nacional de Recursos Hdricos ,
jimbitono-against-mining-and-hydropower-projects-ecuador,Centro Nacional de Control de Energa-CENACE ,
privatisation-of-water-suez-aguas-del-illimani-bolivia,Samara - Bolivia,
privatisation-of-water-suez-aguas-del-illimani-bolivia,Municipality of El Alto - Bolivia,
privatisation-of-water-suez-aguas-del-illimani-bolivia,Municipality of La Paz - Bolivia,
gosikhurd-dam-irrigation-project-maharastra-india,Comptroller and Auditor General of India,
gosikhurd-dam-irrigation-project-maharastra-india,Maharastra Engineering Research Institute,
gosikhurd-dam-irrigation-project-maharastra-india,Ministry of Environment & Forest (MoEF) Government of India,
gosikhurd-dam-irrigation-project-maharastra-india,Government of Maharastra ,
programme-of-triangular-cooperation-for-developing-agriculture-in-the-tropical-savannahs-of-mozambique-prosavana,Brazil,
programme-of-triangular-cooperation-for-developing-agriculture-in-the-tropical-savannahs-of-mozambique-prosavana,Japan and Mozambique Governments,
petroecuador-guilty-of-environmental-damage-orellana-ecuador,Ministry of Non-Renewable Natural Resources,
petroecuador-guilty-of-environmental-damage-orellana-ecuador,National Direction of Environmental Protection (DINAPA).,
uluabat-lake-turkey,Ministry of Environment,
uluabat-lake-turkey,Provincial Environmental Directorate,
uluabat-lake-turkey,Provincial Culture and Tourism Directorate,
uluabat-lake-turkey,General Directorate for National Parks,
uluabat-lake-turkey,Provincial Directorate of Agriculture,
uluabat-lake-turkey,Uludag University,
uluabat-lake-turkey,Golyazi Municipality,
uluabat-lake-turkey,Mustafakemalpasa Municipality,
lead-paint-and-other-toxics-in-brooklyn-usa,City of New York Departments: Transportation,
lead-paint-and-other-toxics-in-brooklyn-usa,Health,
lead-paint-and-other-toxics-in-brooklyn-usa,Environment,
chrome-rich-great-dyke-area-zimbabwe,Ministry of Mines and Mining Development,
chrome-rich-great-dyke-area-zimbabwe,Environmental Management Agency,
chrome-rich-great-dyke-area-zimbabwe,Rural District Councils,
quinchia-risaralda-colombia,Ministerio de Minas y Energia,
quinchia-risaralda-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
quinchia-risaralda-colombia,Instituto Colombiano de Mineria y Geologia ,
quinchia-risaralda-colombia,Corporación Autónoma Regional de Risaralda ,
quinchia-risaralda-colombia,Gobernacion de Risaralda,
quinchia-risaralda-colombia,Alcaldía de Quinchía,
sappi-ngodwana-south-africa,Department of Trade and Industry,
sappi-ngodwana-south-africa,Industrial Development Corporation (IDC) ,
waste-incineration-fuelled-cement-plant-in-cordoba-spain,Andalucia regional government,
waste-incineration-fuelled-cement-plant-in-cordoba-spain,Córdoba Town council,
kamchia-sands-protected-area-urbanisation-bulgaria,Ministry of Environment,
kamchia-sands-protected-area-urbanisation-bulgaria,Bulgarian Government,
haripur-nuclear-power-plant-india,Government of West Bengal,
haripur-nuclear-power-plant-india,Central Government of India,
gallok-kallak-iron-mine-sweden,Bergsstaten ,
polavaram-multipurpose-project-andhra-pradesh-india,Government of Orissa,
polavaram-multipurpose-project-andhra-pradesh-india,Government of Chattisgarh,
polavaram-multipurpose-project-andhra-pradesh-india,The State Department of Irrigation,
polavaram-multipurpose-project-andhra-pradesh-india,AP,
polavaram-multipurpose-project-andhra-pradesh-india,Government of Andhra Pradesh,
polavaram-multipurpose-project-andhra-pradesh-india,National Water Development Agency [NWDA],
chemical-contamination-at-the-cidade-dos-meninos-duque-de-caxias-brazil,Governo Federal,
chemical-contamination-at-the-cidade-dos-meninos-duque-de-caxias-brazil,former Ministerio de Educacao e Saude,
chemical-contamination-at-the-cidade-dos-meninos-duque-de-caxias-brazil,Ministerio da Saude,
chemical-contamination-at-the-cidade-dos-meninos-duque-de-caxias-brazil,Prefeitura Municipal de Duque de Caxias,
national-hazardous-waste-treatment-center-bulgaria,Ministry of Environment and Water (Bulgaria): MOEW was hoping to fund the project using a 50% grant from the European Unions Instrument for Structural Policies for Pre-Accession ,
national-hazardous-waste-treatment-center-bulgaria,combined with an EIB loan as matching funding.,
macro-landfill-in-torremendo-alicante-spain,Valencian Regional government,
macro-landfill-in-torremendo-alicante-spain,Torremento Town Council,
macro-landfill-in-torremendo-alicante-spain,Diputación de Alicante,
buol-district-peoples-struggle-for-their-lands-indonesia,Indonesian gvt. At several levels involved in concession policy for plantations companies,
deforestation-in-indigenous-ashaninka-territory-peru,INRENA - Peru,
deforestation-in-indigenous-ashaninka-territory-peru,Government of Peru,
smurfit-kappa-colombia,Ministry of Environment,
smurfit-kappa-colombia,Colombia,
smurfit-kappa-colombia,National planning Department,
kocacay-delta-turkey,Governorship of Bursa,
kocacay-delta-turkey,Bursa Provincial Forestry,
kocacay-delta-turkey,Water Affairs Directorat,
kocacay-delta-turkey,Nature Conservation,
kocacay-delta-turkey,National Parks Unit,
san-jose-del-progreso-oaxaca-mexico,Municipio de San Jose del Progreso ,
san-jose-del-progreso-oaxaca-mexico,Gobierno de Oaxaca,
armadillo-case-indigenous-in-voluntary-isolation-ecuador,Ministry of Environment,
armadillo-case-indigenous-in-voluntary-isolation-ecuador,Ministry of Justice,
armadillo-case-indigenous-in-voluntary-isolation-ecuador,Ministry of Non-Renewable Natural Resources,
kuzguncuk-vegetable-gardens-turkey,Turkish Republic General Directorate of Foundations,
kuzguncuk-vegetable-gardens-turkey,Istanbul Metropolitan Municipality Bosphorus Development Directorate,
kuzguncuk-vegetable-gardens-turkey,Turkish Republic Ministry of Culture and Tourism,
kuzguncuk-vegetable-gardens-turkey,Istanbul Cultural and Natural Heritage Preservation Board Directorate numbered 6,
wuzhisan-pheapimex-plantations-cambodia,State and non-state actors involved; a government official Mr. Ty Kimtok,
wuzhisan-pheapimex-plantations-cambodia,deputy provincial governor was assigned to play a role as a representative of the company and he has always prevented the local communities from protesting or demanding their land.,
minera-san-rafael-el-valle-dominican-republic,Instituto Nacional de Recursos Hidraulicos,
minera-san-rafael-el-valle-dominican-republic,Secretaria de Medio Ambiente,
yacimiento-de-cobre-los-pingos-tulahuen-chile,Comisión Regional del Medio Ambiente de Coquimbo CONAMA,
paladin-africa-uranium-mine-karonga-malawi,Ministry of Labour,
paladin-africa-uranium-mine-karonga-malawi,Ministry of Natural Resources,
paladin-africa-uranium-mine-karonga-malawi,Department of Environmental Affairs,
paladin-africa-uranium-mine-karonga-malawi,Government of Malawi,
paladin-africa-uranium-mine-karonga-malawi,Energy and Environment,
paladin-africa-uranium-mine-karonga-malawi,Department of Mines,
bellavista-miramar-costa-rica,Ministerio de Ambiente,
bellavista-miramar-costa-rica,Ministerio de Salud,
bellavista-miramar-costa-rica,Direccion de Geologia y Minas,
bellavista-miramar-costa-rica,Secretaria Tecnica Nacional Ambiental,
bellavista-miramar-costa-rica,Tribunal Ambiental Administrativo,
bellavista-miramar-costa-rica,Energia y Telecomunicaciones,
water-privatization-ghana,Community Water and Sanitation Agency ,
water-privatization-ghana,New Patriotic Party ,
lignite-mining-garzweiler-ii-immerath-germany,North Rhine-Westphalia government,
taksim-square-and-gezi-park-construction-works-turkey,Istanbul Metropolitan Municipality,
gold-panning-in-kwekwe-zimbabwe,Ministry of Tourism,
gold-panning-in-kwekwe-zimbabwe,Ministry of Mines and Mining Development,
gold-panning-in-kwekwe-zimbabwe,Zimbabwe National Water Authority ,
gold-panning-in-kwekwe-zimbabwe,Minsitry of Local Government,
oil-pipeline-project-chad-cameroon,Government of Chad,
hidrosogamoso-dam-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
hidrosogamoso-dam-colombia,Defensoria del Pueblo,
hidrosogamoso-dam-colombia,Alcaldia de Sogamoso,
hidrosogamoso-dam-colombia,Gobernacion de Santander,
hidrosogamoso-dam-colombia,Asamblea Departamental,
hidrosogamoso-dam-colombia,Procuraduria General,
hidrosogamoso-dam-colombia,Diocesis de Barrancabermeja,
hidrosogamoso-dam-colombia,Corporacion Autonoma Regional para la Defensa de la Meseta de Bucaramanga,
relleno-sanitario-dona-juana-colombia,Procuraduria General de la Nacion,
relleno-sanitario-dona-juana-colombia,adscrita a la Alcaldia de Bogota.,
relleno-sanitario-dona-juana-colombia,Secretaria Distrital de Habitat,
relleno-sanitario-dona-juana-colombia,Veeduria Distrital de Bogota,
relleno-sanitario-dona-juana-colombia,Consejo de Estado.,
relleno-sanitario-dona-juana-colombia,Corporacion Autonoma Regional de Cundinamarca,
relleno-sanitario-dona-juana-colombia,Unidad Administrativa Especial de Servicios Publicos,
florestaminas-and-replasa-plantations-brazil,State government of Minas Gerais rent lands to the companies,
eucalyptus-plantations-aracruz-celulose-brazil,IBAMA;,
eucalyptus-plantations-aracruz-celulose-brazil,Government of Brazil;,
eucalyptus-plantations-aracruz-celulose-brazil,Federal Public Ministry of Espirito Santo State;,
eucalyptus-plantations-aracruz-celulose-brazil,Rio de Janeiro Federal Court;,
eucalyptus-plantations-aracruz-celulose-brazil,MInistry of Justice;,
rio-grande-dam-ecuador,Ecuadorian government,
rio-grande-dam-ecuador,Environment Ministry,
rio-grande-dam-ecuador,National Secretariat for Water ,
rio-grande-dam-ecuador,Agriculture Ministry,
rio-grande-dam-ecuador,Mayor of Chone,
calcite-mining-in-nimmalapadu-village-ap-india,Government of Andhra Pradesh,
hacienda-las-pavas-colombia,PRESIDENCIA DE LA REPUBLICA,
hacienda-las-pavas-colombia,INSTITUTO COLOMBIANO DE DESARROLLO RURAL ,
hacienda-las-pavas-colombia,FISCALIA GENERAL DE LA NACION,
hacienda-las-pavas-colombia,CORTE CONSTITUCIONAL,
hacienda-las-pavas-colombia,JUZGADOS,
hacienda-las-pavas-colombia,MINISTERIO DEL AMBIENTE,
hacienda-las-pavas-colombia,ALCALDIA MUNICIPAL DE EL PEï¿½ON,
hacienda-las-pavas-colombia,ALCALDIA MUNICIPAL DE REGIDOR,
hacienda-las-pavas-colombia,CORPOMAGDALENA,
hacienda-las-pavas-colombia,CORPORACION AUTONOMA REGIONAL DEL SUR DE BOLIVAR ,
hacienda-las-pavas-colombia,FEDERACIÃN NACIONAL SINDICAL NUEVO LIDERAZGO CAMPESINO,
crucitas-costa-rica,Corte Suprema de Justicia,
crucitas-costa-rica,Direccion de Geologia y Minas,
crucitas-costa-rica,Gobierno de Costa Rica,
crucitas-costa-rica,Procuraduria General de la Republica,
crucitas-costa-rica,Tribunal Contencioso Administrativo,
radioactive-waste-on-skull-valley-goshute-indian-reservation-usa,Nuclear Waste Commission,
radioactive-waste-on-skull-valley-goshute-indian-reservation-usa,U.S Congress,
radioactive-waste-on-skull-valley-goshute-indian-reservation-usa,U.S. Bureau of Land Management,
radioactive-waste-on-skull-valley-goshute-indian-reservation-usa,the U.S. Bureau of Indian Affairs (BIA) and the U.S. Surface Transportation Board,
radioactive-waste-on-skull-valley-goshute-indian-reservation-usa,Blue Ribbon Commission on America†™s Nuclear Future,
hatgyi-dam-myanmar,Ministry of Energy,
hatgyi-dam-myanmar,Thailand,
hatgyi-dam-myanmar,Ministry of Electric Power No. 2,
hatgyi-dam-myanmar,Myanmar ,
oil-spill-at-ojobo-community-nigeria,Nigerian National Petroleum Corporation,
shale-gas-and-fracking-denmark,Danish Ministry of the Environment,
shale-gas-and-fracking-denmark,Danish Ministry of Climate and Energy,
ecoamerica-sac-failed-agriculture-project-in-san-martin-peru,Peru: Commission for the Formalization of Informal Ownership ,
ecoamerica-sac-failed-agriculture-project-in-san-martin-peru,Constitutional Court,
jharia-coalfield-fire-india,Government of Jharkhand,
jharia-coalfield-fire-india,Jharia Rehabilitation and Development Authority ,
jharia-coalfield-fire-india,Jharia Action Plan,
jarch-management-land-deal-in-mayom-county-south-sudan,Southern Sudanese Government Members on the Board of Jarch Management Group: Joseph Wejang (Minister of Health of the Government of Southern Sudan at time of appointment – 2/08,
jarch-management-land-deal-in-mayom-county-south-sudan,appointed to position of governor of Unity State 5/08 ),
jarch-management-land-deal-in-mayom-county-south-sudan,Paulino Matip Nhial,
jarch-management-land-deal-in-mayom-county-south-sudan,Paulino Matip,
jarch-management-land-deal-in-mayom-county-south-sudan,General Gabriel Tanginye,
amayapampa-y-capasirca-masacre-bolivia,Gobierno Nacional de Bolivia,
suarez-cauca-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
suarez-cauca-colombia,Instituto Colombiano de Mineria y Geologia ,
suarez-cauca-colombia,Gobernación del Departamento del Cauca,
suarez-cauca-colombia,Corte Constitucional de Colombia,
suarez-cauca-colombia,Alcaldía de Suárez,
suarez-cauca-colombia,Policía Nacional,
suarez-cauca-colombia,Ejército Nacional,
suarez-cauca-colombia,Corporacion Autónoma Regional del Cauca,
cerro-paramo-de-miraflores-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
cerro-paramo-de-miraflores-colombia,Presidencia de La Republica,
cerro-paramo-de-miraflores-colombia,Senado de La Republica,
cerro-paramo-de-miraflores-colombia,Contraloria General de la Republica,
cerro-paramo-de-miraflores-colombia,Gobernacion del Huila,
cerro-paramo-de-miraflores-colombia,Concejos Municipales del Huila,
cerro-paramo-de-miraflores-colombia,Alcaldia de Garzon y Gigante,
cerro-paramo-de-miraflores-colombia,Corporaciï¿½n para el Desarrollo Sostenible del Sur de la Amazonia ,
cerro-paramo-de-miraflores-colombia,Corporaciï¿½n Autï¿½noma Regional del Alto Magdalena ,
baglihar-hydroelectric-power-project-india,Government of India,
baglihar-hydroelectric-power-project-india,Government of J&K,
quirimbas-community-carbon-project-mozambique,Agriculture Ministry and Tourism ministry,
michelin-rubber-plantations-nigeria,Edo State Government.,
shintech-pvc-plant-in-the-cancer-alley-usa,USEPA,
shintech-pvc-plant-in-the-cancer-alley-usa,Louisiana DEQ,
