UID,updated_at,slug,name,locale,id,headline
nishiyodogawa-osaka-air-pollution-and-other-damage,2022-05-02,nishiyodogawa-osaka-air-pollution-and-other-damage,"Nishiyodogawa in Osaka, air pollution court cases, Japan",en,2496,"Nishiyodogawa ward is an industrial area located in Osaka with businesses  and adjacent  housing,  as  well  as  highways. Air  pollution  victims  filed  lawsuits  against industrial companies and the Hanshin Expressway Public Corporation."
dewayne-johnson-against-monsanto-trial-for-glyphosate-exposure,2021-10-14,dewayne-johnson-against-monsanto-trial-for-glyphosate-exposure,"Dewayne Johnson against Monsanto, glyphosate exposure, California, USA",en,3810,Dewayne Johnson vrs. Monsanto Company is the first Roundup cancer lawsuit to proceed to trial. Dewayne is also the first to win. 
detencion-arbitraria-y-golpes-en-contra-de-11-integrantes-de-la-comunidad-escolastica-defensores-del-territorio-por-parte-de-la-secretaria-de-seguridad-ciudadana-del-estado-de-queretaro,2023-06-29,detencion-arbitraria-y-golpes-en-contra-de-11-integrantes-de-la-comunidad-escolastica-defensores-del-territorio-por-parte-de-la-secretaria-de-seguridad-ciudadana-del-estado-de-queretaro,"Criminalización de 11 defensoras del territorio resistiendo la privatización de tierras y aguas, Querétaro, México",en,6366,Derivado de conflicto por despojo de manantiales comunitarios el estado incurrió en uso indebido y excesivo de la fuerza pública contra las personas defensoras 
cheddi-jagan-international-airport-relocation-and-sand-mining,2022-05-02,cheddi-jagan-international-airport-relocation-and-sand-mining,"Cheddi Jagan International Airport, Guayana",en,5645,"Timehri residents were pressured to relocate for expansion of Cheddi Jagan International Airport. Homes and farmland were bulldozed and crops destroyed. Sand mining for construction caused dust pollution, damaged farmland and left large, dangerous pits."
mina-los-filos-el-bermejal-carrizalillo,2022-05-02,mina-los-filos-el-bermejal-carrizalillo,"Mina Los Filos - El Bermejal, Carrizalillo, Guerrero, Mexico",en,4770,"A community in the state of Guerrero suffers an extremely high degree of violence as a consequence of gold mining first by the Canadian firm Goldcorp, and now by LeaGold Mining. The mine is expected to expand."
fisheries-kerala-india,2021-10-14,fisheries-kerala-india,"Fishworkers struggle in Kerala, India",en,3683,"A strong fishworkers movement, the  Kerala Swathantra Malsya Thozhilali Federation ,  complained against mechanized trawlers, achieving many successes. A well known leader was Thomas Kocherry."
baiga-womens-mobilization-in-community-governed-forests-in-central-india,2022-05-11,baiga-womens-mobilization-in-community-governed-forests-in-central-india," Baiga women’s mobilization to protect forests from Forest Department intervention in Pondi, India",en,5866,"In 2011, seven Baiga women in Pondi, Central India, fought the Forest Department to protect their forest from being cut down. Their fought encourage the rest of the community to join the cause and defend the intrusive practices from the Forest Department."
heathrow-third-runway-airport-expansion-uk,2022-05-02,heathrow-third-runway-airport-expansion-uk,"Heathrow Third Runway Airport Expansion, UK",en,69,Many local and national groups had been campaigning since 2002 against the Heathrow airport expansion.
lamu-cordisons-wind-power-project-kenya,2022-05-02,lamu-cordisons-wind-power-project-kenya,"Lamu Cordisons Wind Power Project, Kenya",en,43,"Disputes over land for wind power farms between several companies, officials and local populations, in the vicinity of Lamu."
navidad-mining-project-of-pan-american-silver-chubut-argentina,2022-01-04,navidad-mining-project-of-pan-american-silver-chubut-argentina,"Navidad mining project of Pan American Silver, Chubut, Argentina",en,736,"For nearly 20 years, people in Chubut, have fought to stop the Navidad silver project, passing a law prohibiting open pit mining and use of cyanide in 2003. Today, residents denounce Pan American Silver's attempts to pressure lawmakers to reverse the law."
lafarge-cement-trbovlje-slovenia,2021-10-14,lafarge-cement-trbovlje-slovenia,"Lafarge cement Trbovlje, Slovenia",en,399,In 2017 farmer Uroš Macerl  founder of the environmental group Eco krog got a Goldman Prize for managing to close down a cement factory from Lafargue to save his community.
palm-oil-plantation-in-south-west-cameroon,2023-06-16,palm-oil-plantation-in-south-west-cameroon,Palm oil plantation in South-West Cameroon,en,1107,
hydro-power-plant-boguchanskaya,2022-05-02,hydro-power-plant-boguchanskaya,"Hydro Power Plant Boguchanskaya, Russia",en,1549,"The 3000 MW hydropower plant construction began  in 1980 and resumed in 2006.  It is located on the river Angara near Kodinsk. It was carried out by the companies “RusHydro” and “Rusal”, for aluminium smelting"
findikli-pasalar-regulator-and-hydroelectric-power-plant-turkey,2022-04-25,findikli-pasalar-regulator-and-hydroelectric-power-plant-turkey,"Findikli Pasalar Regulator and Hydroelectric Power Plant, Turkey",en,1032,
carmichael-coal-mine-and-rail-project-queensland-australia,2021-10-14,carmichael-coal-mine-and-rail-project-queensland-australia,"Carmichael Coal Mine and Rail Project, Queensland, Australia",en,2324,"Australia's largest coal mine has been approved. It is being contested by environment groups and the Wangan and Jagalingou People for its impacts to cultural heritage, land, water, vulnerable species, climate change and the Great Barrier Reef."
abuse-of-kalahari-bushmen-by-world-wildlife-fund-eco-guards-botswana,2022-05-02,abuse-of-kalahari-bushmen-by-world-wildlife-fund-eco-guards-botswana,"Eviction of Kalahari Bushmen for Conservation and Mining Interests, Botswana",en,5756,The Kalahari Bushmen have been pushed out of their traditional territory of the Central Kalahari Game Reserve for diamond extraction and conservation interests. Those who return or try to practice traditional hunting are killed or tortured by eco-guards. 
antamina-mine-peru,2022-05-02,antamina-mine-peru,"Antamine Copper Mine, Peru",en,797,"One of the most important projects in the country. Long Data Conflict that affects inhabitants and the environment from its open pit in the Andes, along the mineway to the coast and even the fishermen of Huarmey port."
plantations-and-land-conflict-with-pt-wks-indonesia,2021-10-14,plantations-and-land-conflict-with-pt-wks-indonesia,"Plantations and Land conflict with PT WKS, Indonesia",en,1160,
sindh-engro-coal-mining-company,2023-04-25,sindh-engro-coal-mining-company," Sindh Engro Coal Mining and Power Plant Project, Thar Desert, Pakistan",en,3086,"In the thirsty Thar desert, Pakistan has begun to dig up one of the world’s largest deposits of low-grade, brown, dirty coal to fuel new power stations, with Chinese investments.  "
palma-africana-kukra-hill-nicaragua,2023-06-16,palma-africana-kukra-hill-nicaragua,"Palma africana, Kukra Hill, Nicaragua",en,1336,
defensa-del-manglar-guerrero-mexico,2023-04-25,defensa-del-manglar-guerrero-mexico," Muelle de Pie de la Cuesta y muerte de Fabiola Osorio por defender el manglar, Guerrero, Mexico",en,2574,"En 2012 Fabiola Osorio, de Guerreros Verdes, fue asesinada al oponerse a la construcción del muelle de Pie de la Cuesta, destrucción de manglares y ecocidio de la laguna de Coyuca de Benítez."
business-park-on-farmland-next-to-cardiff-airport,2022-05-02,business-park-on-farmland-next-to-cardiff-airport,"Business park on farmland next to Cardiff Airport, UK",en,5633,"Planning permission for an aerospace business park on farmland next to Cardiff Airport was granted despite +1,000 objections. Following action by Vale Communities Unite, the group opposing the development, the decision is now subject to judicial review."
kundil-sponge-iron-limited-londa-india,2022-05-02,kundil-sponge-iron-limited-londa-india,"Kundil Sponge Iron Limited, Londa, India",en,955,
gold-mining-on-indigenous-pagu-territories-in-north-halmahera-indonesia,2022-05-02,gold-mining-on-indigenous-pagu-territories-in-north-halmahera-indonesia,"Gosowong Gold Mine on indigenous Pagu territory in North Halmahera, Maluku,  Indonesia",en,5432,"Since 1999, the Gosowong Gold Mine operated on indigenous Pagu land without consent and despite key litigation making it illegal. The Pagu continue fighting for compensation and land rights recognition."
picun-leufu-neuquen-argentina,2021-10-31,picun-leufu-neuquen-argentina,"Explotación de gas en Picún Leufú, Neuquén, Argentina",en,3879,"Successful Mapuche resistance to a gas project in Neuquén. The Mapuche community demanded the respect for their indigenous rights, suffered violence perpetrated by the state and the company, and, finally, obtained a judicial ruling, stopping the project."
protests-against-chevron-in-poland,2022-08-10,protests-against-chevron-in-poland,"Zurawlow shalegas field and Chevron withdrawal, Poland",en,2314,"On 3 June 2013 a small village in Poland began an occupation of a field for around 400 days, to avoid that Chevron fenced the area to fracking. The villagers won this fight and Chevron withdrew"
el-pacto-ribereno-un-conflicto-por-la-explotacion-petrolera-en-tabasco-mexico,2021-10-14,el-pacto-ribereno-un-conflicto-por-la-explotacion-petrolera-en-tabasco-mexico,"El Pacto Ribereño en contra de la explotación petrolera en Tabasco, Mexico",en,5596,"El “Pacto Ribereño” fue el primer caso del siglo XX en México en el cual una problemática ambiental generó una acción política masiva, con amplia participación campesina e indígena."
greenpeace-in-new-zealand,2021-10-14,greenpeace-in-new-zealand,"Opposition to oil&gas exploitation, New Zealand",en,2251,"Workers and environmentalists ally to oppose prospections and deep shore drilling by oil giants Chevron, Statoil and Shell. They reject use of national resources for private profits"
barnawapara-wls,2023-06-11,barnawapara-wls,"Barnawapara wildlife sanctuary, Chattisgarh, India",en,4133,Protest and struggle against the relocation plan and the use of violence and criminalization against local indigenous people. 
niobium-mining-project-extraction-in-raposa-serra-do-sol-brazil,2023-05-11,niobium-mining-project-extraction-in-raposa-serra-do-sol-brazil,"Niobium mining project extraction in Raposa Serra do Sol, Roraima, Brazil",en,4182,Indigenous groups from Raposa Serra do Sol threatened by Jair Bolsonaro's and the world market's interest in niobium extraction.
carondelet-community-against-the-oil-palm-company-palmeras-del-pacfico-ecuador,2021-10-14,carondelet-community-against-the-oil-palm-company-palmeras-del-pacfico-ecuador,"Carondelet community against the oil palm company Palmeras del Pacfico, Ecuador",en,874,
gold-mining-in-paracatu-minas-gerais-brazil,2022-05-02,gold-mining-in-paracatu-minas-gerais-brazil,"Gold mining in Paracatu, Minas Gerais, Brazil",en,218,
stobnica-castle-poland,2022-07-26,stobnica-castle-poland,"Castle residential building in Stobnica, Poland",en,5519,"The castle in Stobnica in the Natura 2000 area is a symbol of insufficient state capacity to protect nature. Using of legal loopholes, the investor avoided assessing the cumulative impact of this scaled-up residential (tourist?) project on the environment"
lead-smelting-factory-mombassa-kenya,2023-09-28,lead-smelting-factory-mombassa-kenya,"Lead acid batteries recycling factory in Mombasa, Kenya",en,4154,"A lead-acid battery recycling factory impacted human and environmental health in Mombasa, Kenya. For forcing its closure, Phyllis Omido won the Goldman Environmental Prize in 2015. "
hima-redd-projects-in-zanzibar-tanzania,2021-10-14,hima-redd-projects-in-zanzibar-tanzania,"HIMA REDD projects in Zanzibar, Tanzania",en,153,
proyecto-hidroelectrico-corpus-christi,2021-10-14,proyecto-hidroelectrico-corpus-christi,"Proyecto hidroeléctrico Corpus Christi, Argentina-Paraguay",en,2869,"Conflict over the Corpus Christi dam in the Paraná river betwen Argentina and Paraguay. In Misiones (Argentina),  the project was rejected in 1996 and 2014 in two  social consultations driven by EJ movements."
pt-ledo-lestari-ll-conflict-kalimantan-indonesia,2022-05-02,pt-ledo-lestari-ll-conflict-kalimantan-indonesia,"PT Ledo Lestari (LL) conflict, Kalimantan, Indonesia",en,1191,
na-pua-makani-wind-project,2022-11-29,na-pua-makani-wind-project,"Na Pua Makani Wind Project, Hawaii, USA",en,5766,"In pursuit of reaching  “100 percent renewable energy generation by 2045"", the Na Pua Makani Project creates environmental injustice in Kahuku community that do not even get to use most of the clean energy that they are producing"
resistance-against-diamond-mines-sakha-russia,2021-10-31,resistance-against-diamond-mines-sakha-russia,"Resistance against diamond mines, Sakha, Russia",en,4929,"An environmental justice struggle since 1950 when diamonds were first extracted in the region, to 1990 protests, until present resistance. Sakha people defend their land, waters and traditional practices from destructive mining."
