name,slug,conflict_event
Strengthening of participation,1-untreated-waste-water-dumped-by-chemical-plants-in-tengger-desert-inner-mongoliachina,
Technical solutions to improve resource supply/quality/distribution,1-untreated-waste-water-dumped-by-chemical-plants-in-tengger-desert-inner-mongoliachina,
Application of existing regulations,1-untreated-waste-water-dumped-by-chemical-plants-in-tengger-desert-inner-mongoliachina,
Project cancelled,1-untreated-waste-water-dumped-by-chemical-plants-in-tengger-desert-inner-mongoliachina,
Other,1-untreated-waste-water-dumped-by-chemical-plants-in-tengger-desert-inner-mongoliachina,
Criminalization of activists,conflicto-por-la-construccion-del-puente-rurrenabaque-san-buenaventura,
Negotiated alternative solution,conflicto-por-la-construccion-del-puente-rurrenabaque-san-buenaventura,
Deaths,negros-massacre-murder-of-14-farmers-in-negros-the-philippines,
"Environmental improvements, rehabilitation/restoration of area",yamato-river-the-dirtiest-river-in-japan,
Institutional changes,yamato-river-the-dirtiest-river-in-japan,
New legislation,yamato-river-the-dirtiest-river-in-japan,
Strengthening of participation,yamato-river-the-dirtiest-river-in-japan,
Application of existing regulations,yamato-river-the-dirtiest-river-in-japan,
Other,threat-to-aarey-forest-due-to-the-construction-of-mumbai-metro-3-car-shed,
Criminalization of activists,jimbitono-against-mining-and-hydropower-projects-ecuador,
Criminalization of activists,indigenous-peoples-and-ejo-efforts-to-protect-baikal-lake-from-many-development-projects-russia,
"Environmental improvements, rehabilitation/restoration of area",indigenous-peoples-and-ejo-efforts-to-protect-baikal-lake-from-many-development-projects-russia,
Institutional changes,indigenous-peoples-and-ejo-efforts-to-protect-baikal-lake-from-many-development-projects-russia,
Court decision (failure for environmental justice),indigenous-peoples-and-ejo-efforts-to-protect-baikal-lake-from-many-development-projects-russia,
Negotiated alternative solution,indigenous-peoples-and-ejo-efforts-to-protect-baikal-lake-from-many-development-projects-russia,
Repression,indigenous-peoples-and-ejo-efforts-to-protect-baikal-lake-from-many-development-projects-russia,
Technical solutions to improve resource supply/quality/distribution,indigenous-peoples-and-ejo-efforts-to-protect-baikal-lake-from-many-development-projects-russia,
Fostering a culture of peace,indigenous-peoples-and-ejo-efforts-to-protect-baikal-lake-from-many-development-projects-russia,
New Environmental Impact Assessment/Study,indigenous-peoples-and-ejo-efforts-to-protect-baikal-lake-from-many-development-projects-russia,
Project cancelled,indigenous-peoples-and-ejo-efforts-to-protect-baikal-lake-from-many-development-projects-russia,
Project cancelled,nizhne-zeyskaya-hpp-russia,
New legislation,privatisation-of-water-suez-aguas-del-illimani-bolivia,
Criminalization of activists,mifee,
Migration/displacement,mifee,
Violent targeting of activists,mifee,
Application of existing regulations,mifee,
Criminalization of activists,lobau-highway-construction-vienna-austria,
Court decision (failure for environmental justice),lobau-highway-construction-vienna-austria,
Repression,lobau-highway-construction-vienna-austria,
Violent targeting of activists,lobau-highway-construction-vienna-austria,
Other,lobau-highway-construction-vienna-austria,
Compensation,gosikhurd-dam-irrigation-project-maharastra-india,
"Environmental improvements, rehabilitation/restoration of area",gosikhurd-dam-irrigation-project-maharastra-india,
Strengthening of participation,gosikhurd-dam-irrigation-project-maharastra-india,
Technical solutions to improve resource supply/quality/distribution,gosikhurd-dam-irrigation-project-maharastra-india,
New Environmental Impact Assessment/Study,gosikhurd-dam-irrigation-project-maharastra-india,
"Environmental improvements, rehabilitation/restoration of area",lead-contaminations-of-population-by-metalosa-factory-bajos-haina-dominincan-republic,
Project cancelled,lead-contaminations-of-population-by-metalosa-factory-bajos-haina-dominincan-republic,
Corruption,illegal-logging-in-chuka-forest-kenya,
Criminalization of activists,illegal-logging-in-chuka-forest-kenya,
Deaths,illegal-logging-in-chuka-forest-kenya,
Court decision (victory for environmental justice),illegal-logging-in-chuka-forest-kenya,
Court decision (failure for environmental justice),illegal-logging-in-chuka-forest-kenya,
Court decision (undecided),illegal-logging-in-chuka-forest-kenya,
Migration/displacement,illegal-logging-in-chuka-forest-kenya,
Repression,illegal-logging-in-chuka-forest-kenya,
Under negotiation,illegal-logging-in-chuka-forest-kenya,
Violent targeting of activists,illegal-logging-in-chuka-forest-kenya,
Application of existing regulations,illegal-logging-in-chuka-forest-kenya,
Moratoria,illegal-logging-in-chuka-forest-kenya,
Project temporarily suspended,illegal-logging-in-chuka-forest-kenya,
Under negotiation,temelin-nuclear-power-plant-czech-republic,
Under negotiation,mac-oil-palm-plantation-tanintharyi-region-myanmar,
Other,mac-oil-palm-plantation-tanintharyi-region-myanmar,
Compensation,vertidos-de-lindano-en-sabinanigo-por-inquinosa,
Institutional changes,vertidos-de-lindano-en-sabinanigo-por-inquinosa,
Court decision (victory for environmental justice),vertidos-de-lindano-en-sabinanigo-por-inquinosa,
New legislation,vertidos-de-lindano-en-sabinanigo-por-inquinosa,
Strengthening of participation,vertidos-de-lindano-en-sabinanigo-por-inquinosa,
New Environmental Impact Assessment/Study,vertidos-de-lindano-en-sabinanigo-por-inquinosa,
Project cancelled,vertidos-de-lindano-en-sabinanigo-por-inquinosa,
Withdrawal of company/investment,vertidos-de-lindano-en-sabinanigo-por-inquinosa,
Criminalization of activists,unistoten-camp-v-the-ptp-pipeline-bc-canada,
"Environmental improvements, rehabilitation/restoration of area",unistoten-camp-v-the-ptp-pipeline-bc-canada,
Court decision (victory for environmental justice),unistoten-camp-v-the-ptp-pipeline-bc-canada,
Court decision (failure for environmental justice),unistoten-camp-v-the-ptp-pipeline-bc-canada,
Strengthening of participation,unistoten-camp-v-the-ptp-pipeline-bc-canada,
Violent targeting of activists,unistoten-camp-v-the-ptp-pipeline-bc-canada,
Fostering a culture of peace,unistoten-camp-v-the-ptp-pipeline-bc-canada,
Project cancelled,unistoten-camp-v-the-ptp-pipeline-bc-canada,
Withdrawal of company/investment,unistoten-camp-v-the-ptp-pipeline-bc-canada,
Other,unistoten-camp-v-the-ptp-pipeline-bc-canada,
Migration/displacement,programme-of-triangular-cooperation-for-developing-agriculture-in-the-tropical-savannahs-of-mozambique-prosavana,
Other,programme-of-triangular-cooperation-for-developing-agriculture-in-the-tropical-savannahs-of-mozambique-prosavana,
Court decision (victory for environmental justice),petroecuador-guilty-of-environmental-damage-orellana-ecuador,
Corruption,militarization-of-lumad-lands-for-coal-mining,
Criminalization of activists,militarization-of-lumad-lands-for-coal-mining,
Deaths,militarization-of-lumad-lands-for-coal-mining,
Migration/displacement,militarization-of-lumad-lands-for-coal-mining,
Repression,militarization-of-lumad-lands-for-coal-mining,
Violent targeting of activists,militarization-of-lumad-lands-for-coal-mining,
Other,militarization-of-lumad-lands-for-coal-mining,
Application of existing regulations,sateri-jiujiang-fiber-co-ltd-viscose-plant-china,
Project temporarily suspended,sateri-jiujiang-fiber-co-ltd-viscose-plant-china,
"Environmental improvements, rehabilitation/restoration of area",sanwei-company,
Application of existing regulations,sanwei-company,
Project temporarily suspended,sanwei-company,
Other,sanwei-company,
Migration/displacement,environmental-racism-against-the-roma-community-in-italys-campania,
Repression,environmental-racism-against-the-roma-community-in-italys-campania,
Compensation,wastepicker-struggles-and-water-contamination-in-jardim-gramacho-rio-de-janeiro-brazil,
Corruption,wastepicker-struggles-and-water-contamination-in-jardim-gramacho-rio-de-janeiro-brazil,
Institutional changes,wastepicker-struggles-and-water-contamination-in-jardim-gramacho-rio-de-janeiro-brazil,
Court decision (victory for environmental justice),wastepicker-struggles-and-water-contamination-in-jardim-gramacho-rio-de-janeiro-brazil,
Court decision (undecided),wastepicker-struggles-and-water-contamination-in-jardim-gramacho-rio-de-janeiro-brazil,
Negotiated alternative solution,wastepicker-struggles-and-water-contamination-in-jardim-gramacho-rio-de-janeiro-brazil,
New legislation,wastepicker-struggles-and-water-contamination-in-jardim-gramacho-rio-de-janeiro-brazil,
Technical solutions to improve resource supply/quality/distribution,wastepicker-struggles-and-water-contamination-in-jardim-gramacho-rio-de-janeiro-brazil,
Under negotiation,wastepicker-struggles-and-water-contamination-in-jardim-gramacho-rio-de-janeiro-brazil,
Court decision (undecided),opposition-to-the-tramuntana-wind-park-in-gulf-of-roses-catalonia-spain,
Under negotiation,opposition-to-the-tramuntana-wind-park-in-gulf-of-roses-catalonia-spain,
Court decision (failure for environmental justice),roma-families-pending-of-eviction-during-the-covid-19-pandemic-in-the-castel-romano-camp-rome-italy,
Migration/displacement,roma-families-pending-of-eviction-during-the-covid-19-pandemic-in-the-castel-romano-camp-rome-italy,
Negotiated alternative solution,roma-families-pending-of-eviction-during-the-covid-19-pandemic-in-the-castel-romano-camp-rome-italy,
Application of existing regulations,roma-families-pending-of-eviction-during-the-covid-19-pandemic-in-the-castel-romano-camp-rome-italy,
Court decision (victory for environmental justice),lead-paint-and-other-toxics-in-brooklyn-usa,
Technical solutions to improve resource supply/quality/distribution,lead-paint-and-other-toxics-in-brooklyn-usa,
Application of existing regulations,lead-paint-and-other-toxics-in-brooklyn-usa,
New Environmental Impact Assessment/Study,lead-paint-and-other-toxics-in-brooklyn-usa,
Project temporarily suspended,lead-paint-and-other-toxics-in-brooklyn-usa,
Corruption,chrome-rich-great-dyke-area-zimbabwe,
Deaths,chrome-rich-great-dyke-area-zimbabwe,
Migration/displacement,chrome-rich-great-dyke-area-zimbabwe,
Under negotiation,chrome-rich-great-dyke-area-zimbabwe,
Other,chrome-rich-great-dyke-area-zimbabwe,
Compensation,osage-wind-project-usa,
Court decision (undecided),osage-wind-project-usa,
Application of existing regulations,osage-wind-project-usa,
Criminalization of activists,defensa-de-los-espacios-comunes-y-del-parque-publico-en-la-colonia-reforma-social,
"Environmental improvements, rehabilitation/restoration of area",defensa-de-los-espacios-comunes-y-del-parque-publico-en-la-colonia-reforma-social,
Court decision (undecided),defensa-de-los-espacios-comunes-y-del-parque-publico-en-la-colonia-reforma-social,
Project temporarily suspended,defensa-de-los-espacios-comunes-y-del-parque-publico-en-la-colonia-reforma-social,
Compensation,fosen-vind-project-norway,
Court decision (victory for environmental justice),fosen-vind-project-norway,
Project cancelled,fosen-vind-project-norway,
Criminalization of activists,racism-with-environmental-context-el-ejido-on-the-campo-de-dalias-spain,
Repression,racism-with-environmental-context-el-ejido-on-the-campo-de-dalias-spain,
Violent targeting of activists,racism-with-environmental-context-el-ejido-on-the-campo-de-dalias-spain,
Compensation,quinchia-risaralda-colombia,
Corruption,quinchia-risaralda-colombia,
Criminalization of activists,quinchia-risaralda-colombia,
Migration/displacement,quinchia-risaralda-colombia,
Repression,quinchia-risaralda-colombia,
Under negotiation,quinchia-risaralda-colombia,
Violent targeting of activists,quinchia-risaralda-colombia,
Application of existing regulations,quinchia-risaralda-colombia,
Other,tren-maya-mexico,
Criminalization of activists,kaziranga-conflict-rhinos-and-poachers-assam-india,
Deaths,kaziranga-conflict-rhinos-and-poachers-assam-india,
Court decision (failure for environmental justice),kaziranga-conflict-rhinos-and-poachers-assam-india,
Migration/displacement,kaziranga-conflict-rhinos-and-poachers-assam-india,
Repression,kaziranga-conflict-rhinos-and-poachers-assam-india,
Strengthening of participation,kaziranga-conflict-rhinos-and-poachers-assam-india,
Corruption,illegal-logging-and-cattle-ranching-in-ti-karipuna-and-jaci-parana-rondonia-brazil,
Criminalization of activists,illegal-logging-and-cattle-ranching-in-ti-karipuna-and-jaci-parana-rondonia-brazil,
Institutional changes,illegal-logging-and-cattle-ranching-in-ti-karipuna-and-jaci-parana-rondonia-brazil,
Court decision (victory for environmental justice),illegal-logging-and-cattle-ranching-in-ti-karipuna-and-jaci-parana-rondonia-brazil,
Court decision (undecided),illegal-logging-and-cattle-ranching-in-ti-karipuna-and-jaci-parana-rondonia-brazil,
Migration/displacement,illegal-logging-and-cattle-ranching-in-ti-karipuna-and-jaci-parana-rondonia-brazil,
New legislation,illegal-logging-and-cattle-ranching-in-ti-karipuna-and-jaci-parana-rondonia-brazil,
Repression,illegal-logging-and-cattle-ranching-in-ti-karipuna-and-jaci-parana-rondonia-brazil,
Under negotiation,illegal-logging-and-cattle-ranching-in-ti-karipuna-and-jaci-parana-rondonia-brazil,
Violent targeting of activists,illegal-logging-and-cattle-ranching-in-ti-karipuna-and-jaci-parana-rondonia-brazil,
Criminalization of activists,myaing-galay-cement-plant-karen-state-myanmar,
Strengthening of participation,myaing-galay-cement-plant-karen-state-myanmar,
Under negotiation,myaing-galay-cement-plant-karen-state-myanmar,
New Environmental Impact Assessment/Study,myaing-galay-cement-plant-karen-state-myanmar,
Criminalization of activists,zonas-de-empleo-y-desarrollo-economico-zede-ciudades-modelo-o-charter-cities-honduras,
Court decision (victory for environmental justice),zonas-de-empleo-y-desarrollo-economico-zede-ciudades-modelo-o-charter-cities-honduras,
Court decision (undecided),zonas-de-empleo-y-desarrollo-economico-zede-ciudades-modelo-o-charter-cities-honduras,
New legislation,zonas-de-empleo-y-desarrollo-economico-zede-ciudades-modelo-o-charter-cities-honduras,
