name,socio_economical_impact,slug
Loss of landscape/sense of place,,green-resources-as-niassa-project
Loss of livelihood,,c-lead-poisoning-by-a-metal-smelting-company-in-longnan-gansu-china
Increase in Corruption/Co-optation of different actors,,c-lead-poisoning-by-a-metal-smelting-company-in-longnan-gansu-china
"Lack of work security, labour absenteeism, firings, unemployment",,c-lead-poisoning-by-a-metal-smelting-company-in-longnan-gansu-china
Displacement,,kingston-fossil-plant-harriman-tn
Loss of landscape/sense of place,,kingston-fossil-plant-harriman-tn
Other socio-economic impacts,,kingston-fossil-plant-harriman-tn
Loss of livelihood,,lhaka-honhat-our-land-association-v-argentina
Land dispossession,,lhaka-honhat-our-land-association-v-argentina
Violations of human rights,,lhaka-honhat-our-land-association-v-argentina
Loss of landscape/sense of place,,lhaka-honhat-our-land-association-v-argentina
Displacement,,lhaka-honhat-our-land-association-v-argentina
Militarization and increased police presence,,lhaka-honhat-our-land-association-v-argentina
Increase in violence and crime,,lhaka-honhat-our-land-association-v-argentina
Specific impacts on women,,lhaka-honhat-our-land-association-v-argentina
Increase in Corruption/Co-optation of different actors,,lhaka-honhat-our-land-association-v-argentina
Increase in Corruption/Co-optation of different actors,,jugohrom-jegunovce-air-pollution-macedonia
"Lack of work security, labour absenteeism, firings, unemployment",,jugohrom-jegunovce-air-pollution-macedonia
Violations of human rights,,jugohrom-jegunovce-air-pollution-macedonia
Loss of landscape/sense of place,,jugohrom-jegunovce-air-pollution-macedonia
Increase in Corruption/Co-optation of different actors,,privatisation-of-natural-gas-pacific-lng-bolivia
Displacement,,privatisation-of-natural-gas-pacific-lng-bolivia
Increase in violence and crime,,privatisation-of-natural-gas-pacific-lng-bolivia
"Lack of work security, labour absenteeism, firings, unemployment",,privatisation-of-natural-gas-pacific-lng-bolivia
Loss of livelihood,,privatisation-of-natural-gas-pacific-lng-bolivia
Militarization and increased police presence,,privatisation-of-natural-gas-pacific-lng-bolivia
Violations of human rights,,privatisation-of-natural-gas-pacific-lng-bolivia
Land dispossession,,privatisation-of-natural-gas-pacific-lng-bolivia
Increase in Corruption/Co-optation of different actors,,barcelona-world-complex-catalonia-spain
"Lack of work security, labour absenteeism, firings, unemployment",,barcelona-world-complex-catalonia-spain
Loss of livelihood,,barcelona-world-complex-catalonia-spain
"Social problems (alcoholism, prostitution, etc..)",,barcelona-world-complex-catalonia-spain
Loss of landscape/sense of place,,barcelona-world-complex-catalonia-spain
Increase in Corruption/Co-optation of different actors,,protests-at-eskoms-megawatt-park-johannesburg-south-africa
Militarization and increased police presence,,protests-at-eskoms-megawatt-park-johannesburg-south-africa
Increase in Corruption/Co-optation of different actors,,repsol-ypf-itika-guasu
Displacement,,repsol-ypf-itika-guasu
Increase in violence and crime,,repsol-ypf-itika-guasu
Loss of traditional knowledge/practices/cultures,,repsol-ypf-itika-guasu
"Social problems (alcoholism, prostitution, etc..)",,repsol-ypf-itika-guasu
Specific impacts on women,,repsol-ypf-itika-guasu
Loss of livelihood,,repsol-ypf-itika-guasu
Displacement,,public-interest-litigation-against-antai-coking-in-shandong-china
Land dispossession,,public-interest-litigation-against-antai-coking-in-shandong-china
Increase in Corruption/Co-optation of different actors,,proyecto-mande-norte-murindo-colombia
Displacement,,proyecto-mande-norte-murindo-colombia
Increase in violence and crime,,proyecto-mande-norte-murindo-colombia
"Lack of work security, labour absenteeism, firings, unemployment",,proyecto-mande-norte-murindo-colombia
Loss of livelihood,,proyecto-mande-norte-murindo-colombia
Loss of traditional knowledge/practices/cultures,,proyecto-mande-norte-murindo-colombia
Militarization and increased police presence,,proyecto-mande-norte-murindo-colombia
"Social problems (alcoholism, prostitution, etc..)",,proyecto-mande-norte-murindo-colombia
Specific impacts on women,,proyecto-mande-norte-murindo-colombia
Violations of human rights,,proyecto-mande-norte-murindo-colombia
Land dispossession,,proyecto-mande-norte-murindo-colombia
Loss of landscape/sense of place,,proyecto-mande-norte-murindo-colombia
Increase in Corruption/Co-optation of different actors,,tarahumaras-fight-against-deforestation-and-murder-of-isidro-baldenegro-chihuahua-mexico
Increase in violence and crime,,tarahumaras-fight-against-deforestation-and-murder-of-isidro-baldenegro-chihuahua-mexico
Loss of livelihood,,tarahumaras-fight-against-deforestation-and-murder-of-isidro-baldenegro-chihuahua-mexico
Loss of traditional knowledge/practices/cultures,,tarahumaras-fight-against-deforestation-and-murder-of-isidro-baldenegro-chihuahua-mexico
Violations of human rights,,tarahumaras-fight-against-deforestation-and-murder-of-isidro-baldenegro-chihuahua-mexico
Land dispossession,,tarahumaras-fight-against-deforestation-and-murder-of-isidro-baldenegro-chihuahua-mexico
Loss of landscape/sense of place,,tarahumaras-fight-against-deforestation-and-murder-of-isidro-baldenegro-chihuahua-mexico
Other socio-economic impacts,,tarahumaras-fight-against-deforestation-and-murder-of-isidro-baldenegro-chihuahua-mexico
Increase in Corruption/Co-optation of different actors,,glencore-xstrata-tampakan-copper-gold-project-south-cotabato
Displacement,,glencore-xstrata-tampakan-copper-gold-project-south-cotabato
Increase in violence and crime,,glencore-xstrata-tampakan-copper-gold-project-south-cotabato
"Lack of work security, labour absenteeism, firings, unemployment",,glencore-xstrata-tampakan-copper-gold-project-south-cotabato
Loss of livelihood,,glencore-xstrata-tampakan-copper-gold-project-south-cotabato
Loss of traditional knowledge/practices/cultures,,glencore-xstrata-tampakan-copper-gold-project-south-cotabato
Militarization and increased police presence,,glencore-xstrata-tampakan-copper-gold-project-south-cotabato
"Social problems (alcoholism, prostitution, etc..)",,glencore-xstrata-tampakan-copper-gold-project-south-cotabato
Specific impacts on women,,glencore-xstrata-tampakan-copper-gold-project-south-cotabato
Violations of human rights,,glencore-xstrata-tampakan-copper-gold-project-south-cotabato
Land dispossession,,glencore-xstrata-tampakan-copper-gold-project-south-cotabato
Loss of landscape/sense of place,,glencore-xstrata-tampakan-copper-gold-project-south-cotabato
Increase in Corruption/Co-optation of different actors,,three-gorges-dam-on-the-yangtze-river-in-hubei-china
Displacement,,three-gorges-dam-on-the-yangtze-river-in-hubei-china
Loss of livelihood,,three-gorges-dam-on-the-yangtze-river-in-hubei-china
Loss of traditional knowledge/practices/cultures,,three-gorges-dam-on-the-yangtze-river-in-hubei-china
Violations of human rights,,three-gorges-dam-on-the-yangtze-river-in-hubei-china
Land dispossession,,three-gorges-dam-on-the-yangtze-river-in-hubei-china
Loss of landscape/sense of place,,three-gorges-dam-on-the-yangtze-river-in-hubei-china
Increase in violence and crime,,three-gorges-dam-on-the-yangtze-river-in-hubei-china
"Lack of work security, labour absenteeism, firings, unemployment",,three-gorges-dam-on-the-yangtze-river-in-hubei-china
"Social problems (alcoholism, prostitution, etc..)",,three-gorges-dam-on-the-yangtze-river-in-hubei-china
Specific impacts on women,,three-gorges-dam-on-the-yangtze-river-in-hubei-china
Displacement,,kalpakkams-fast-breeder-reactor-india
Violations of human rights,,kalpakkams-fast-breeder-reactor-india
Displacement,,karchana-power-plant-uttar-pradesh-india
"Lack of work security, labour absenteeism, firings, unemployment",,karchana-power-plant-uttar-pradesh-india
Loss of livelihood,,karchana-power-plant-uttar-pradesh-india
Loss of traditional knowledge/practices/cultures,,karchana-power-plant-uttar-pradesh-india
Militarization and increased police presence,,karchana-power-plant-uttar-pradesh-india
Violations of human rights,,karchana-power-plant-uttar-pradesh-india
Land dispossession,,karchana-power-plant-uttar-pradesh-india
Loss of landscape/sense of place,,karchana-power-plant-uttar-pradesh-india
"Lack of work security, labour absenteeism, firings, unemployment",,construccion-de-una-nueva-variente-a-la-carretera-cv311-atravesando-huertos-productivos-protegidos
Loss of traditional knowledge/practices/cultures,,construccion-de-una-nueva-variente-a-la-carretera-cv311-atravesando-huertos-productivos-protegidos
Land dispossession,,construccion-de-una-nueva-variente-a-la-carretera-cv311-atravesando-huertos-productivos-protegidos
Violations of human rights,,explotacion-petrolera-en-casanare-colombia
Land dispossession,,explotacion-petrolera-en-casanare-colombia
Increase in violence and crime,,explotacion-petrolera-en-casanare-colombia
"Lack of work security, labour absenteeism, firings, unemployment",,explotacion-petrolera-en-casanare-colombia
Loss of livelihood,,explotacion-petrolera-en-casanare-colombia
Loss of traditional knowledge/practices/cultures,,explotacion-petrolera-en-casanare-colombia
Militarization and increased police presence,,explotacion-petrolera-en-casanare-colombia
"Social problems (alcoholism, prostitution, etc..)",,explotacion-petrolera-en-casanare-colombia
Displacement,,explotacion-petrolera-en-casanare-colombia
Loss of landscape/sense of place,,explotacion-petrolera-en-casanare-colombia
Loss of traditional knowledge/practices/cultures,,santos-barossa-offshore-gas-scraping-the-bottom-of-the-barrel-in-timor-sea-nt-australia
Other socio-economic impacts,,santos-barossa-offshore-gas-scraping-the-bottom-of-the-barrel-in-timor-sea-nt-australia
Loss of traditional knowledge/practices/cultures,,contaminacion-de-la-presa-de-san-lucas-xochimilco-cdmx
Violations of human rights,,contaminacion-de-la-presa-de-san-lucas-xochimilco-cdmx
Loss of landscape/sense of place,,contaminacion-de-la-presa-de-san-lucas-xochimilco-cdmx
Other socio-economic impacts,,contaminacion-de-la-presa-de-san-lucas-xochimilco-cdmx
Displacement,,acheloos-river-diversion
Loss of livelihood,,acheloos-river-diversion
Land dispossession,,acheloos-river-diversion
Loss of landscape/sense of place,,acheloos-river-diversion
Increase in Corruption/Co-optation of different actors,,acheloos-river-diversion
Loss of traditional knowledge/practices/cultures,,acheloos-river-diversion
Increase in Corruption/Co-optation of different actors,,coal-mining-pollution-santa-catarina-brazil
Displacement,,coal-mining-pollution-santa-catarina-brazil
Loss of landscape/sense of place,,gloucester-resources-rocky-hill-open-cut-coal-mine-nsw-australia
Displacement,,gloucester-resources-rocky-hill-open-cut-coal-mine-nsw-australia
Loss of traditional knowledge/practices/cultures,,gloucester-resources-rocky-hill-open-cut-coal-mine-nsw-australia
Increase in Corruption/Co-optation of different actors,,unity-state-oil-pollution-south-sudan
Displacement,,unity-state-oil-pollution-south-sudan
Loss of livelihood,,unity-state-oil-pollution-south-sudan
Violations of human rights,,unity-state-oil-pollution-south-sudan
Land dispossession,,unity-state-oil-pollution-south-sudan
Loss of landscape/sense of place,,unity-state-oil-pollution-south-sudan
"Lack of work security, labour absenteeism, firings, unemployment",,biofuel-company-likely-to-lose-its-licence-in-nacala-mozambique
Loss of livelihood,,biofuel-company-likely-to-lose-its-licence-in-nacala-mozambique
Loss of traditional knowledge/practices/cultures,,biofuel-company-likely-to-lose-its-licence-in-nacala-mozambique
Land dispossession,,biofuel-company-likely-to-lose-its-licence-in-nacala-mozambique
Loss of landscape/sense of place,,biofuel-company-likely-to-lose-its-licence-in-nacala-mozambique
Displacement,,asian-highway-infrastructure-project-karen-state-myanmar
Increase in violence and crime,,asian-highway-infrastructure-project-karen-state-myanmar
Loss of livelihood,,asian-highway-infrastructure-project-karen-state-myanmar
Militarization and increased police presence,,asian-highway-infrastructure-project-karen-state-myanmar
Violations of human rights,,asian-highway-infrastructure-project-karen-state-myanmar
Land dispossession,,asian-highway-infrastructure-project-karen-state-myanmar
Other socio-economic impacts,,asian-highway-infrastructure-project-karen-state-myanmar
Loss of traditional knowledge/practices/cultures,,asian-highway-infrastructure-project-karen-state-myanmar
Displacement,,sagarmala
Loss of livelihood,,sagarmala
Loss of traditional knowledge/practices/cultures,,sagarmala
Land dispossession,,sagarmala
Increase in Corruption/Co-optation of different actors,,sagarmala
Specific impacts on women,,sagarmala
Violations of human rights,,sagarmala
Other socio-economic impacts,,sagarmala
Increase in Corruption/Co-optation of different actors,,oposicion-a-la-extraccion-de-litio-en-tres-quebradas-y-defensa-del-agua2
Loss of livelihood,,oposicion-a-la-extraccion-de-litio-en-tres-quebradas-y-defensa-del-agua2
Loss of traditional knowledge/practices/cultures,,oposicion-a-la-extraccion-de-litio-en-tres-quebradas-y-defensa-del-agua2
Specific impacts on women,,oposicion-a-la-extraccion-de-litio-en-tres-quebradas-y-defensa-del-agua2
Loss of landscape/sense of place,,oposicion-a-la-extraccion-de-litio-en-tres-quebradas-y-defensa-del-agua2
Increase in Corruption/Co-optation of different actors,,puerto-galera-waste-dump-facility-may-relocate-indigenous-iraya-mangyan-families-philippines
Displacement,,puerto-galera-waste-dump-facility-may-relocate-indigenous-iraya-mangyan-families-philippines
Increase in violence and crime,,puerto-galera-waste-dump-facility-may-relocate-indigenous-iraya-mangyan-families-philippines
Loss of livelihood,,puerto-galera-waste-dump-facility-may-relocate-indigenous-iraya-mangyan-families-philippines
Loss of traditional knowledge/practices/cultures,,puerto-galera-waste-dump-facility-may-relocate-indigenous-iraya-mangyan-families-philippines
"Social problems (alcoholism, prostitution, etc..)",,puerto-galera-waste-dump-facility-may-relocate-indigenous-iraya-mangyan-families-philippines
Specific impacts on women,,puerto-galera-waste-dump-facility-may-relocate-indigenous-iraya-mangyan-families-philippines
Violations of human rights,,puerto-galera-waste-dump-facility-may-relocate-indigenous-iraya-mangyan-families-philippines
