UID,name,slug,relations
nuclear-waste-disposal-bure-france,"The Orano Malvési nuclear plant near Narbonne, France",the-orano-malvesi-plant,
los-micos-beach-and-golf-resort-project-honduras,"Tourism Development on Garifuna Lands along the Bay of Trujillo, Honduras",tourism-development-on-garifuna-lands-near-trujillo-honduras,
struggles-against-in-situ-leach-uranium-mining-black-hills-south-dakota-usa,"Indigenous tribe battle Crow Butte Uranium Mine, Nebraska, USA",indigenous-tribes-battle-crow-butte-uranium-mine-nebraska-usa,
hidroelectrica-el-bala-en-el-parque-nacional-madidi-bolivia,"Proyecto hidroeléctrico Rositas, Santa Cruz, Bolivia",proyecto-hidroelectrico-rositas-bolivia,
the-a45-motorway,"A51 highway extension, Trièves, France",a51-highway-extension-trieves-france,
shell-nigeria,"Shell Must Fall campaign, The Netherlands",shell-must-fall-campaign,
gold-mining-in-chalkidiki-greece,"Gold and polymetallic ores mining in Brad and the battle against cyanide, Romania",brad-polymetallic-ores-including-gold,
chernobyl-disaster,"Metsamor Nuclear Power Plant, Armenia",metsamor-nuclear-power-plant,
chernobyl-disaster,"Nuclear power plant  at Astravyets, Belarus",belarusia-nuclear-power-plant,
chernobyl-disaster," Building and dismantling Ignalina nuclear power plant, Lithuania",nuclear-energy-lithuania,
chernobyl-disaster,"Żarnowiec Nuclear Power Plant, Pomerania, Poland",zarnowiec-nuclear-power-plant-pomerania-poland,
coal-usage-in-egypts-cement-factories,"Campaign Against Coal, Egypt",campaign-against-coal-egypt,
coal-usage-in-egypts-cement-factories,"Red Sea Coal Imports, Safaga, Egypt",red-sea-coal-imports-egypt,
opposition-against-controversial-amazon-route-of-transatlantic-railway-brazil-peru,"Illegal gold mining and poaching in Vale do Javari Indigenous Territory, Amazonas, Brazil",illegal-gold-mining-and-poaching-in-vale-do-javari-indigenous-territory-amazonas-brazil,
alpha-coal-powered-cement-factory-mandalay-myanmar,"Myaing Galay cement plant in Hpa-an, Karen State, Myanmar",myaing-galay-cement-plant-karen-state-myanmar,
casas-geo-en-el-cerro-de-la-tortuga,"Megaproyecto energético Proyecto Integral Morelos, México",lucha-del-frente-de-pueblos-en-defensa-de-la-tierra-y-el-agua-morelos-puebla-tlaxcala-contra-el-proyecto-integral-morelos,
congo-agricultureagrisa-farmland-in-malolo-congo,"Small scale land-grabbing by political and economical elites in the Central Kalahari Game Reserve, Gaborone, Botswana ",small-scale-land-grabbing-by-political-and-economical-elites-in-greater-gaborone-botswana,
druzhba-adria-oil-pipeline-croatia,"Buryatia (Tunka National Park) vs Yukos oil, Russian Federation",buryatia-vs-yukos-oil-russian-federation,
lgv-limoges-poitiers-high-speed-rail,Bordeaux–Toulouse High Speed Rail,bordeaux-toulouse-high-speed-rail,
cellulose-factory-celulosa-aurauco-sa-valdivia-chile,"Alto Paraná en Misiones, Argentina",alto-parana-en-misiones-argentina,
cellulose-factory-celulosa-aurauco-sa-valdivia-chile,"Parque eólico Pililín en Cerro Oncol de Acciona Energía, Chile",parque-eolico-pililin-cciona-energia-chile-spa,
pirquitas-amenaza-aguas-de-jujuy-argentina,"Metal Huasi, contaminación minera en Abra Pampa, Jujuy, Argentina",metal-huasi-contaminacion-minera-en-abra-pampa-jujuy,
indigenas-warao-en-el-bajo-delta-del-orinoco-contaminados-por-desechos-de-la-corporacion-venezolana-de-guayana-y-de-la-mineria-ilegal,"Las luchas contra el mega-proyecto del Arco Minero del Orinoco, Venezuela",las-luchas-contra-el-mega-proyecto-del-arco-minero-del-orinoco,
hpp-boskov-most-mavrovo-national-park-macedonia,"Hydro Power Plant Lukovo Pole, National Park Mavrovo, Macedonia ",hpp-lukovo-pole-put-mavrovo-national-park-at-risk-macedonia,
hpp-boskov-most-mavrovo-national-park-macedonia,"Ohrid-Prespa Biosphere Reserve threatened by tourism plans, Macedonia",ohrid-prespa-urbanization-drive,
hpp-boskov-most-mavrovo-national-park-macedonia,"HPP at Ribnicka River, Mavrovo National Park, R. Macedonia ",constortium-djs-aktuel-gjoko-dooel-jes-global-dooel-r-macedonia,
hpp-boskov-most-mavrovo-national-park-macedonia,"HPP at Jadovska River,  Mavrovo National Park, R. Macedonia  ",hpp-at-jadovska-river,
hpp-boskov-most-mavrovo-national-park-macedonia,"HPPs at Zirovnicka River,  Mavrovo National Park, R. Macedonia ",hpps-at-zirovnicka-river-mavrovo-national-park-r-macedonia,
ampliacion-de-carretera-en-tepoztlan-mexico,"Xochicuautla, an indigenous community against a road, Lerma, Mexico",xochicuautla-comunidadotomi-mexico,
ampliacion-de-carretera-en-tepoztlan-mexico,"Megaproyecto energético Proyecto Integral Morelos, México",lucha-del-frente-de-pueblos-en-defensa-de-la-tierra-y-el-agua-morelos-puebla-tlaxcala-contra-el-proyecto-integral-morelos,
unidad-habitacional-la-cienega,"Casas GEO en el Cerro de La Tortuga, Mexico",casas-geo-en-el-cerro-de-la-tortuga,
unidad-habitacional-la-cienega,"Xochicuautla, an indigenous community against a road, Lerma, Mexico",xochicuautla-comunidadotomi-mexico,
unidad-habitacional-la-cienega,"Megaproyecto energético Proyecto Integral Morelos, México",lucha-del-frente-de-pueblos-en-defensa-de-la-tierra-y-el-agua-morelos-puebla-tlaxcala-contra-el-proyecto-integral-morelos,
coal-fired-power-plant-cfpp-in-luna-la-union-philippines,"Cancellation of Korean 2nd coal plant in Sual, Pangasinan, Luzon, Philippines",2nd-coal-plant-in-sual,
floriculture-on-lake-naivasha-kenya,"Standard Gauge Railway Project Phase 2A Nairobi-Naivasha, Kenya ",protest-against-chinese-companies-to-build-elevated-railways-hinder-animal-migrationnairobi-kenya,
floriculture-on-lake-naivasha-kenya,"Overfishing and poaching at Lake Naivasha, Kenya",overfishing-and-poaching-at-lake-naivasha-kenya,
incinerator-in-case-passerini-florence-italy,"Eni “Biorefinery” in Livorno, Italy",eni-biorefinery-livorno-italy,
greenland-mineral-ltds-kuannersuit-kvanefjeld-rare-earth-uranium-project-greenland,"BlueJay Mining's ilmenite for titanium Dundas project, Greenland",bluejay-minings-ilmenite-for-titanium-dundas-project-greenland,
greenland-mineral-ltds-kuannersuit-kvanefjeld-rare-earth-uranium-project-greenland,Black Angel zinc-lead mine since 1972. Greenland,black-angel-mine-greenland,
angostura-dam-chile,"Central Hidroeléctrica Rucalhue, Bíobío, Chile",central-hidroelectrica-rucalhue-chile,
try-pheap-co-logging-operation-in-cambodia,"Illegal logging and ‘timber laundering’ in Lumphat Wildlife Sanctuary, Cambodia",illegal-logging-and-timber-laundering-in-lumphat-wildlife-sanctuary-cambodia,
mandira-dam-rourkela-orissa-india,"Rourkela Steel Plant, Orissa, India",rourkela-steel-plant-orissa-india,
okhla-waste-to-energy-plant-india,"Waste-to-Energy and Ghazipur landfill closure threaten livelihoods of informal recyclers, Delhi, India",waste-to-energy-and-ghazipur-landfill-closure-threaten-livelihoods-of-informal-recyclers-delhi-india,
fishery-conflicts-in-the-ganga-river-bhagalpur-bihar-historical-oppression-criminal-threat-and-ecological-degradation,"Dams and embankments in the Ganga-Kosi floodplains, BR, India",environmental-injustice-and-social-vulnerability-due-to-dams-embankments-and-bank-erosion-in-the-ganga-kosi-floodplains-of-bihar-india,
lonmin-south-africa,"Anglo American  Platinum Modikwa Mine in Maandagshoek, Limpopo, South Africa",modiwa-platinum-mine-in-maandagshoek-limpopo-south-africa,
ventanas-industrial-complex-chile,"Refinería y fundición ENAMI-CODELCO en Zona de Sacrificio Ventanas, Chile",zona-de-sacrificio-ventanas-refineria-y-fundicion-enami-codelco,
ventanas-industrial-complex-chile,"Proyecto inmobiliario 'Maratué', Valparaíso, Chile",proyecto-inmobiliario-maratue,
xiluodu-dam,"Xiangjiaba Hydropower Plant in Yunnan and Sichuan, southwest China",xiangjiaba-dam-in-yunnan-and-sichuan-southwest-china,
indigenous-peoples-and-ejo-efforts-to-protect-baikal-lake-from-many-development-projects-russia,"Buryatia (Tunka National Park) vs Yukos oil, Russian Federation",buryatia-vs-yukos-oil-russian-federation,
unistoten-camp-v-the-ptp-pipeline-bc-canada,"Gitwilgyoots and Lelu Island (Lax U'u'la) vs proposed Petronas LNG export facility, Canada",gitwilgyoots-and-lelu-island-lax-uula-vs-proposed-petronas-lng-export-facility,
unistoten-camp-v-the-ptp-pipeline-bc-canada,"Digby Island proposed Nexen Aurora LNG (fracked gas) export facility, BC, Canada",digby-island-proposed-nexxen-aurora-lng-fracked-gas-export-facility-bc-canada,
unistoten-camp-v-the-ptp-pipeline-bc-canada,"Telkwa Coal Mine, British Columbia, Canada",telkwa-coal-mine-british-columbia,
tren-maya-mexico,"Proyecto Hidroeléctrico Santo Domingo, Chiapas, Mexico",proyecto-hidroelectrico-santo-domingo-chiapas-mexico,
tren-maya-mexico,"Complejo turístico de Grupo Posadas en Bahía Chemuyil, México",hotel-de-grupo-posadas-destruye-santuarios-de-tortugas-marinas-en-bahia-chemuyil-mexico,
tren-maya-mexico,"Proyecto Tren Maya en Calakmul, Campeche, México",indigenas-de-calakmul-contra-el-tren-maya,
tren-maya-mexico,"New airport in Tulum, Quintana Roo, Mexico",expansion-of-chetumal-airport-in-quintana-roo-mexico,
kaziranga-conflict-rhinos-and-poachers-assam-india,"Rhino poaching in the Balule Nature Reserve in Greater Kruger National Park, South Africa",rhino-poaching-in-the-balule-nature-reserve-in-south-africas-greater-kruger-national-park,
illegal-logging-and-cattle-ranching-in-ti-karipuna-and-jaci-parana-rondonia-brazil,"Illegal logging and land grabbing TI Uru-Eu-Wau-Wau, Rondônia, Brazil",illegal-logging-and-land-grabbing-ti-uru-eu-wau-wau-rondonia-brazil,
zonas-de-empleo-y-desarrollo-economico-zede-ciudades-modelo-o-charter-cities-honduras,"Cuyamel Hydroelectric Project on Garífuna territory in Masca, Omoa, Cortés, Honduras",cuyamel-hydroelectric-project-on-garifuna-territory-in-masca-omoa-cortes-honduras,
afectados-por-el-nemagon-nicaragua,"Afectados por el Nemagón, Honduras ",afectados-por-el-nemagon-honduras,
afectados-por-el-nemagon-nicaragua," DBCP and male infertility in Lathrop, California, United States",dbcp-and-male-infertility-in-lathrop-california,
afectados-por-el-nemagon-nicaragua,"Farmworkers poisoned by DBCP (Nemagon), Philippines",philippine-farmworkers-poisoned-by-dbcp-pesticide,
afectados-por-el-nemagon-nicaragua,"Banana workers affected by  agrotoxics in Barú, Panamá",banana-workers-affected-by-fumazo-dbcp-in-baru-panama,
afectados-por-el-nemagon-nicaragua,"DBCP Poisoned Water Wells in Hawaii, US",pineapples-lasting-legacy-the-poisoned-wells-by-dbcp-in-hawaii,
trans-adriatic-pipeline-in-puglia-italy,Southern Gas Corridor – Euro Caspian Mega Pipeline,southern-gas-corridor-euro-caspian-mega-pipeline,
fukushima,"Takahama Nuclear Plants 3 and 4 reopen for commercial use, Japan",reopening-of-takahama-nuclear-plants-3-and-4,
fukushima,"One million tonnes of nuclear wastewater from Fukushima Prefecture to Chinese and South Korean waters, Japan ",permission-granted-to-release-one-million-tonnes-of-wastewater-into-the-sea-from-fukushima-nuclear-power-plant,
fukushima,"Biblis Nuclear Power Plant, Germany",biblis-nuclear-power-plant,
purus-redd-project,"Russas and Valparaíso REDD+ projects in Acre, Brazil",russas-valparaiso-redd-projects-acre-brazil,
purus-redd-project,"Envira Amazônia REDD+ project in Acre, Brazil",envira-amazonia-redd-projects-in-acre-brazil,
gallok-kallak-iron-mine-sweden,"Large-scale Wind Farm in Sami reindeer land, Sweden",large-scale-wind-farm-in-sami-reindeer-pastures,
relocation-of-kiruna-due-to-iron-ore-mine,"Gállok/Kallak Iron Mine, Sweden",gallok-kallak-iron-mine-sweden,
minera-san-acacio-vetagrande-zacatecas-mexico,"Pasivos ambientales de la Minera Noche Buena, Melchor Ocampo, Zacatecas, México",minera-noche-buena-melchor-ocampo-zacatecas-mexico,
alto-maipo-hydroelectric-project-pham-chile,"Yelcho Watershed targeted by Ministry of Energy’s hydro plans, Chile",ministry-of-energys-watershed-mapping-study-yelcho-watershed,
alto-maipo-hydroelectric-project-pham-chile,"Valdivia Watershed targeted by Ministry of Energy’s hydro plans, Chile",valdivia-watershed-targeted-by-ministry-of-energys-hydro-plans-chile,
alto-maipo-hydroelectric-project-pham-chile,"Bueno Watershed targeted by Ministry of Energy’s hydro plans, Chile",bueno-watershed-targeted-by-ministry-of-energys-hydro-plans-chile,
alto-maipo-hydroelectric-project-pham-chile,"Maule Watershed targeted by Ministry of Energy’s hydro plans, Chile",maule-watershed-targeted-by-ministry-of-energys-hydro-plans-chile,
center-parcs-de-roybon,DUPLICATE. Center parc de Roybon,center-parc-de-roybon,
sand-iron-mining-in-kulonprogo-indonesia,"New Yogyakarta International Airport (NYIA), Java, Indonesia",international-airport-on-the-kulon-progo-coast-indonesia,
nenskra-hydropower-project-georgia,"Namakhvani HPP dam in Imereti region, Georgia",namakhvani-hpp-dam-in-kutaisi-georgia,
isua-iron-ore-mining-project-greenland,"BlueJay Mining's ilmenite for titanium Dundas project, Greenland",bluejay-minings-ilmenite-for-titanium-dundas-project-greenland,
isua-iron-ore-mining-project-greenland,Black Angel zinc-lead mine since 1972. Greenland,black-angel-mine-greenland,
marena-renovables-in-san-dionisio-del-mar-oaxaca,"Corporate Wind Farms in Ixtepec vs community's inititiative, Oaxaca, Mexico",communal-members-of-ixtepec-contending-to-develop-a-wind-farm-cooperative,
marena-renovables-in-san-dionisio-del-mar-oaxaca,"San Miguel Chimalapa, a Zoque population against a Canadian mining company.  Oaxaca, Mexico",miguel-chimalapa-oaxaca-mexico,
marena-renovables-in-san-dionisio-del-mar-oaxaca,"Corredor Eólico en el Istmo de Tehuantepec, Oaxaca, México",corredor-eolico-en-el-istmo-de-tehuantepec-oaxaca,
marena-renovables-in-san-dionisio-del-mar-oaxaca,"Corredor Interoceánico del Istmo de Tehuantepec, México",corredor-interoceanico-del-istmo-de-tehuantepec-mexico,
otis-state-forest-massachusetts-usa-kinder-morgan-natural-gas-pipeline,"Northern Access Pipeline, Pennsylvania and New York, USA",northern-access-pipeline,
segundo-acueducto-del-lago-chapala,"Crisis del agua en la Zona Metropolitana de Monterrey, México",crisis-del-agua-en-la-zona-metropolitana-de-monterrey-mexico,
losalamos-mining-sonora-mexico,"Alamos gold mining company in Miacatlan/Xochicalco, Morelos, Mexico",alamosgold-morelos-mexico,
high-speed-train-station-in-a-floodable-area-france,"LGV Bretagne train line, France",lgv-bretagne,
high-speed-train-station-in-a-floodable-area-france,"La Réunion New Coastal Road, France",la-reunion-coastal-road,
deforestation-in-indigenous-ashaninka-territory-peru,Ashaninka of Rio Amônia and Saweto against illegal loggers at border Peru-Brazil,ashaninka-rioamonia-saweto-againstlogging-acre-brazil,
deforestation-in-indigenous-ashaninka-territory-peru,"Killing of Asháninka leader Estela Casanto Mauricio in Junín, Peru",killing-of-ashaninka-leader-estela-casanto-mauricio-in-junin-peru,
agresion-detenciones-arbitrarias-y-criminalizacion-de-la-protesta-ante-privatizacion-del-agua-en-queretaro1,"Privación del derecho al agua en San Isidro el Marqués, Mexico",mas-de-3-anos-de-negarnos-el-derecho-al-agua,
amungme-against-freeport-mcmoran-indonesia,"Minería de cobre y molybdenum Cerro Verde en Arequipa, Peru",cerro-verde-arequipa-peru,
protest-against-pollution-from-coal-power-plant-cilacap-central-java-indonesia,"Adipala coal-fired power plant, Bunton, Central Java, Indonesia",adipala-coal-fired-power-plant-bunton-central-java,
clean-harbor-waste-facility-california-usa,Superfund Site: HUNTERS POINT NAVAL SHIPYARD ,superfund-site-hunters-point-naval-shipyard,
banshkhali-coal-power-station-chittagong-bangladesh,"Phulbari coal mine project, Bangladesh",protest-against-open-pit-coal-mine-project-in-phulbari-region,
paladin-africa-uranium-mine-karonga-malawi,"Eland Coal Mining in Mwualambo, Karonga District",eland-coal-mining-in-mwualambo-karonga-district,
el-vertedero-de-cambalache-en-ciudad-guayana,"Indígenas  warao (Delta del Orinoco) contaminados por Corporación Venezolana de Guayana y  minería ilegal, Venezuela ",indigenas-warao-en-el-bajo-delta-del-orinoco-contaminados-por-desechos-de-la-corporacion-venezolana-de-guayana-y-de-la-mineria-ilegal,
lignite-mining-garzweiler-ii-immerath-germany,"Lignite mining and the Ende Gelände movement, Germany",linginte-mining-and-the-ende-gelande-movement,
baigas-claim-to-right-to-land-forest-and-forest-resources-and-fight-against-state-violence-in-chhattisgarh-india," Baiga women’s mobilization to protect forests from Forest Department intervention in Pondi, India",baiga-womens-mobilization-in-community-governed-forests-in-central-india,
taksim-square-and-gezi-park-construction-works-turkey," Construction plans over the Büyükçekmece Albatros Park in Istanbul, Turkey",buyukcekmece-albatros-parkinin-imara-acilmasi,
aluminium-factory-alteo-gardanne-france,"Solvay and the Calanques, Marseille, France",la-calanque-de-port-miou-and-the-solvay-company-marseille-france,
opposition-to-overfishing-and-seabed-mining-based-on-raui-principals-cook-islands-new-zealand,Global public pressure for Antarctic Ocean Sanctuary,antarctic-ocean-sanctuary-argentine-chile-and-the-uk-antarctica,
