UID,slug,name,id,description,category.slug,category.name,category.color,category.id,category.description,type2
hidroaysen-hydroelectric-project-chile,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
hidroaysen-hydroelectric-project-chile,transport-infrastructure-networks-roads-railways-hydroways-canals-and-pipelines,"Transport infrastructure networks (roads, railways, hydroways, canals and pipelines)",38.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
hidroaysen-hydroelectric-project-chile,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
atlantic-coast-natural-gas-pipeline,shale-gas-fracking,Shale gas fracking,23.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
atlantic-coast-natural-gas-pipeline,oil-and-gas-refining,Oil and gas refining,25.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
atlantic-coast-natural-gas-pipeline,transport-infrastructure-networks-roads-railways-hydroways-canals-and-pipelines,"Transport infrastructure networks (roads, railways, hydroways, canals and pipelines)",38.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
atlantic-coast-natural-gas-pipeline,other,Other,53.0,,other,Other,#111,11.0,,
land-grabbing-and-disputed-cattle-ranch-in-pau-darco-para-brazil,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
land-grabbing-and-disputed-cattle-ranch-in-pau-darco-para-brazil,intensive-food-production-monoculture-and-livestock,Intensive food production (monoculture and livestock),21.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
land-grabbing-and-disputed-cattle-ranch-in-pau-darco-para-brazil,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
thabametsi-coal-fired-power-plant,thermal-power-plants,Thermal power plants,32.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
hilco-distribution-facility-replaces-coal-fired-generating-station-little-village-chicago-us,coal-extraction-and-processing,Coal extraction and processing,26.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
hilco-distribution-facility-replaces-coal-fired-generating-station-little-village-chicago-us,thermal-power-plants,Thermal power plants,32.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
hilco-distribution-facility-replaces-coal-fired-generating-station-little-village-chicago-us,pollution-related-to-transport-spills-dust-emissions,"Pollution related to transport (spills, dust, emissions)",40.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
hilco-distribution-facility-replaces-coal-fired-generating-station-little-village-chicago-us,transport-infrastructure-networks-roads-railways-hydroways-canals-and-pipelines,"Transport infrastructure networks (roads, railways, hydroways, canals and pipelines)",38.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
protest-against-the-sale-of-75-state-owned-land-to-oil-and-gas-corporations-croatia,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
river-ganga-natures-rights,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
river-ganga-natures-rights,dams-and-water-distribution-conflicts,Dams and water distribution conflicts,36.0,,water-management,Water Management,#00bdff,6.0,,
river-ganga-natures-rights,other-industries,Other industries,50.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
river-ganga-natures-rights,water-treatment-and-access-to-sanitation-access-to-sewage,Water treatment and access to sanitation (access to sewage),37.0,,water-management,Water Management,#00bdff,6.0,,
river-ganga-natures-rights,building-materials-extraction-quarries-sand-gravel,"Building materials extraction (quarries, sand, gravel)",7.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
river-ganga-natures-rights,chemical-industries,Chemical industries,49.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
river-ganga-natures-rights,manufacturing-activities,Manufacturing activities,47.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
planned-industrial-waste-pipeline-project-of-oji-paper-in-qidong-jiangsu-china,landfills-toxic-waste-treatment-uncontrolled-dump-sites,"Landfills, toxic waste treatment, uncontrolled dump sites",11.0,,waste-management,Waste Management,#77721c,3.0,,
planned-industrial-waste-pipeline-project-of-oji-paper-in-qidong-jiangsu-china,manufacturing-activities,Manufacturing activities,47.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
planned-industrial-waste-pipeline-project-of-oji-paper-in-qidong-jiangsu-china,water-treatment-and-access-to-sanitation-access-to-sewage,Water treatment and access to sanitation (access to sewage),37.0,,water-management,Water Management,#00bdff,6.0,,
essar-pellet-plantparadeep-odisha-india,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
shrinkage-of-lake-urmia,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
east-africa-crude-oil-pipeline,oil-and-gas-exploration-and-extraction,Oil and gas exploration and extraction,22.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
east-africa-crude-oil-pipeline,transport-infrastructure-networks-roads-railways-hydroways-canals-and-pipelines,"Transport infrastructure networks (roads, railways, hydroways, canals and pipelines)",38.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
illegal-unreported-and-unregulated-fishing-iuu-by-chinese-fleet-in-galapagos-islands,aquaculture-and-fisheries,Aquaculture and fisheries,20.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
mahindras-sez-at-karla-maharashtra-india,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
mahindras-sez-at-karla-maharashtra-india,manufacturing-activities,Manufacturing activities,47.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
mahindras-sez-at-karla-maharashtra-india,chemical-industries,Chemical industries,49.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
mahindras-sez-at-karla-maharashtra-india,other-industries,Other industries,50.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
rio-tinto-qmm-ilmenite-mine-madagascar,tailings-from-mines,Tailings from mines,6.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
rio-tinto-qmm-ilmenite-mine-madagascar,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
rio-tinto-qmm-ilmenite-mine-madagascar,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
ban-on-animal-drawn-carts-jeopardizes-wastepickers-livelihoods-in-montevideo-uruguay,waste-privatisation-conflicts-waste-picker-access-to-waste,Waste privatisation conflicts / waste-picker access to waste,9.0,,waste-management,Waste Management,#77721c,3.0,,
palm-oil-and-rubber-plantation-deforestation-gabon,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
palm-oil-and-rubber-plantation-deforestation-gabon,logging-and-non-timber-extraction,Logging and non timber extraction,14.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
palm-oil-and-rubber-plantation-deforestation-gabon,intensive-food-production-monoculture-and-livestock,Intensive food production (monoculture and livestock),21.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
palm-oil-and-rubber-plantation-deforestation-gabon,plantation-conflicts-incl-pulp,Plantation conflicts (incl. Pulp,13.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
palm-oil-and-rubber-plantation-deforestation-gabon,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
explosiones-de-san-juan-ixhuatepec-de-1984-mexico,chemical-industries,Chemical industries,49.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
gabes-phosphate-fertilizers-plants-of-the-tunisian-chemical-group,chemical-industries,Chemical industries,49.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
gabes-phosphate-fertilizers-plants-of-the-tunisian-chemical-group,water-treatment-and-access-to-sanitation-access-to-sewage,Water treatment and access to sanitation (access to sewage),37.0,,water-management,Water Management,#00bdff,6.0,,
gabes-phosphate-fertilizers-plants-of-the-tunisian-chemical-group,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
sinop-nuclear-power-plant-turkey,nuclear-power-plants,Nuclear power plants,2.0,,nuclear,Nuclear,#ff0,1.0,,
depredacion-inmobiliaria-en-jurica-poniente,establishment-of-reserves-national-parks,Establishment of reserves/national parks,43.0,,tourism-recreation,Tourism Recreation,#c685d0,8.0,,
depredacion-inmobiliaria-en-jurica-poniente,urban-development-conflicts,Urban development conflicts,41.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
paredones-amarillos-mina-concordia-los-cardones-mexico,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
paredones-amarillos-mina-concordia-los-cardones-mexico,establishment-of-reserves-national-parks,Establishment of reserves/national parks,43.0,,tourism-recreation,Tourism Recreation,#c685d0,8.0,,
paredones-amarillos-mina-concordia-los-cardones-mexico,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
new-central-polish-airport,ports-and-airport-projects,Ports and airport projects,39.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
new-central-polish-airport,urban-development-conflicts,Urban development conflicts,41.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
new-central-polish-airport,transport-infrastructure-networks-roads-railways-hydroways-canals-and-pipelines,"Transport infrastructure networks (roads, railways, hydroways, canals and pipelines)",38.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
new-central-polish-airport,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
lead-poisoning-in-multi-sites-chenzou-hunanchina,metal-refineries,Metal refineries,48.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
lead-poisoning-in-multi-sites-chenzou-hunanchina,mineral-processing,Mineral processing,5.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
simpang-belimbing-power-plant-south-sumatra-indonesia,thermal-power-plants,Thermal power plants,32.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
simpang-belimbing-power-plant-south-sumatra-indonesia,coal-extraction-and-processing,Coal extraction and processing,26.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
campana-mahuida-argentina,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
great-pacific-garbage-patch,landfills-toxic-waste-treatment-uncontrolled-dump-sites,"Landfills, toxic waste treatment, uncontrolled dump sites",11.0,,waste-management,Waste Management,#77721c,3.0,,
soga-coal-poer-chiba-japan,thermal-power-plants,Thermal power plants,32.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
uma-oya-river-diversion-and-mahaweli-hydroplant,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
uma-oya-river-diversion-and-mahaweli-hydroplant,dams-and-water-distribution-conflicts,Dams and water distribution conflicts,36.0,,water-management,Water Management,#00bdff,6.0,,
uma-oya-river-diversion-and-mahaweli-hydroplant,interbasin-water-transfers-transboundary-water-conflicts,Interbasin water transfers/transboundary water conflicts,35.0,,water-management,Water Management,#00bdff,6.0,,
